"","state","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","ncesID","students","county_name","city"
"3709","OR","Lake County School District No.7","86080",2020,9395989,0,25024,29187,0,0,9302873,0,0,77678,38905,618869,1371442,0,9060849,-1146831,12197991,0,0,0,11051160,"4107280","732","Lake County","Lakeview"
"3710","OR","Lake County School District No. 21","86086",2020,223276,0,9111,0,0,0,214165,0,0,1557,0,200,18130,0,341616,-46162,406108,0,0,0,359946,"4100990","13.00000","Lake County","Lakeview"
"3711","OR","Lake County School District No. 14","86084",2020,8988728,4496760,1000638,105589,0,0,3243401,0,137488,25138,4852,115835,428936,1040239,4275222,1180687,4679545,0,0,0,5860232,"99999","NA",NA,NA
"3712","OR","Three Rivers School District","85991",2020,73812733,22075483,1133077,391375,0,67997,43775059,0,6205308,439048,164434,1467321,9795554,1309702,56593761,-515284,69681622,0,0,0,69166338,"4106900","4815","Josephine County","Murphy"
"3713","OR","Harrisburg School District","400356",2020,22296502,9140079,1928500,152945,190249,0,10884729,0,0,94632,0,201097,911405,6499530,10102812,6114140,11600704,0,0,0,17714844,"4100019","813","Linn County","Harrisburg"
"3714","OR","Woodburn School District No. 103","86283",2020,164618173,66548847,11550634,0,12235000,0,70000722,0,4038783,0,244187,43965,11969192,0,75180074,-6794391,93987622,0,0,0,87193231,"4113530","5634","Marion County","Woodburn"
"3715","OR","Harper School District No. 66","86253",2020,0,0,0,0,0,0,0,0,0,0,0,0,112140,0,2442463,16380,2538223,0,0,0,2554603,"4106120","220.00000",NA,NA
"3716","OR","Santiam Canyon School District No.129J","86183",2020,31571379,24691879,3157710,20740,106886,0,3576034,0,0,60434,18130,232495,972123,0,51121409,-5736984,58063011,0,0,0,52326027,"4108100","4454","Linn County","Mill City"
"3717","OR","Cascade School District No.5","86290",2020,38785354,20007069,2572842,0,0,0,14508695,0,1602016,220726,46492,2175127,3722892,0,28168632,1349318,32717333,0,0,0,34066651,"4102780","2520","Marion County","Turner"
"3718","OR","Jordan Valley School District No. 3","86250",2020,0,0,0,0,0,0,0,0,0,0,0,0,56770,0,1945596,279359,1723007,0,0,0,2002366,"4106820","56","Malheur County","Jordan Valley"
"3719","OR","Malheur County School District No. 12","90883",2020,0,0,0,0,0,0,0,0,0,0,0,0,15511,0,268596,84905,199202,0,0,0,284107,"4106960","4.00000","Malheur County","Vale"
"3720","OR","Arock School District No. 81","86254",2020,0,0,0,0,0,0,0,0,0,0,0,0,8228,0,497317,74503,431042,0,0,0,505545,"4101500","17","Malheur County","Vale"
"3721","OR","Malheur Educational Service District","164430",2020,5456602,0,26724,0,0,0,5277183,0,110306,0,42389,1239299,3384632,0,3180480,-518393,8322803,60725,0,0,7804411,"4100034","0.00000",NA,NA
"3722","OR","Malheur County School District No. 51","86246",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32020,-4430,36449,0,0,0,32020,"4100042","3","Malheur County","Vale"
"3723","OR","Scio School District","228454",2020,8540989,0,834266,0,0,0,7468544,0,223619,0,14560,199858,739178,515919,9654915,-545711,11655581,0,0,0,11109870,"4111040","863","Linn County","Scio"
"3724","OR","Gresham-Barlow School District No. 10JT","85754",2020,482867087,361458118,22134886,0,0,0,88394622,0,10163059,1079329,716402,3980671,12606379,9921817,151535975,-6260641,184305483,0,0,0,178044842,"4106000","11945","Multnomah County","Gresham"
"3725","OR","Springfield School District No. 19","86959",2020,269212262,150505643,16514296,3219875,0,0,90715460,0,8256988,1070978,0,3367689,14463310,341320,123459338,-4139489,145771146,0,0,0,141631657,"4111670","10519","Lane County","Springfield"
"3726","OR","Adrian School District No. 61","86252",2020,4757217,4757217,0,0,0,0,0,0,0,0,0,126309,510500,0,4516791,258048,4895552,0,0,0,5153600,"4101020","292","Malheur County","Adrian"
"3727","OR","School District No. 29 - Annex","86249",2020,1340172,0,128727,0,0,0,1211445,0,0,9846,0,673,145518,0,1823829,-283607,2253627,0,0,0,1970020,"4101350","99.00000",NA,NA
"3728","OR","Mosier Community School","86419",2020,2105411,0,82913,0,0,0,2022498,0,0,0,0,53142,117310,0,1904613,-120442,2195508,0,0,0,2075066,"99999","NA",NA,NA
"3729","OR","Silver Falls School District","86289",2020,82158676,39633715,3614534,0,1770257,1473912,32857285,0,2672565,0,136408,490785,3974609,2313280,46679473,-5021536,58479683,0,0,0,53458147,"4111450","3984","Marion County","Silverton"
"3730","OR","St. Paul School District No. 45","86288",2020,0,7961027,0,23962,61599,0,3981433,0,0,0,0,199652,246846,0,4499202,-195701,5141401,0,0,0,4945700,"4111760","290","Marion County","St Paul"
"3731","OR","Multnomah County School District No. 40","398353",2020,273147221,78484245,12067191,0,0,0,159261981,0,22362817,1405866,970987,3930007,39342107,714163,120554711,-16713262,181254250,0,0,0,164540988,"4103940","9818","Multnomah County","Portland"
"3732","OR","The Lighthouse School","190977",2020,1979736,0,47018,0,0,189400,1743318,0,0,0,0,28958,14669,0,1871392,-118194,2033213,0,0,0,1915019,"99999","NA",NA,NA
"3733","OR","Perrydale School District","86679",2020,0,0,0,0,0,0,3988637,0,0,0,0,116237,770490,0,4231584,178077,4940234,0,0,0,5118311,"4109530","316","Polk County","Amity"
"3734","OR","Wallowa Education Service District No.18","153367",2020,0,0,0,0,0,0,2513821,0,0,0,0,1190758,386812,0,3233001,-95456,4906027,0,0,0,4810571,"4100038","0.00000",NA,NA
"3735","OR","Lake County School District No. 11","190992",2020,2232714,0,1739,78510,35487,0,2116978,0,0,18782,0,105720,99344,0,2961618,-241680,3408362,0,0,0,3166682,"4109430","210.00000",NA,NA
"3736","OR","Marcola School District No. 79J","86128",2020,13524811,7286594,437710,0,0,1973213,3626993,0,72319,0,127982,6527,1005680,0,7675700,-292480,8980387,0,0,0,8687907,"4107740","655","Lane County","Marcola"
"3737","OR","North Central Educational Service District","164433",2020,1959864,586326,90547,0,0,0,1282991,0,0,0,0,265445,413766,0,2934691,-46259,3660161,0,0,0,3613902,"4100026","0.00000",NA,NA
"3738","OR","Falls City School District","1239289",2020,141880,1206564,141880,0,627061,0,1167831,0,0,0,0,20521,750745,0,3422326,-11818,4205410,0,0,0,4193592,"4100003","190","Polk County","Falls City"
"3739","OR","Sweet Home School District No. 55","86184",2020,37620793,25264681,1012777,0,0,0,10007433,0,1187435,222070,148467,111741,2258366,0,35025534,7491381,29904260,0,0,0,37395641,"4111970","2323","Linn County","Sweet Home"
"3740","OR","Mckenzie School District No. 68","86311",2020,3930274,0,424701,0,0,0,3394987,0,110586,30813,0,195905,777998,0,3678778,-406075,5058756,0,0,0,4652681,"4107980","167.00000",NA,NA
"3741","OR","Siuslaw School District No. 97J","190976",2020,19305561,7070000,409897,717925,65000,0,10205862,0,792463,0,44414,655290,2098615,27753,16838021,-1292979,20912658,0,0,0,19619679,"4105100","1355","Lane County","Florence"
"3742","OR","Central Linn School District No. 552C","86185",2020,10310827,0,965081,0,982091,0,8176978,0,147056,71703,39621,235457,1112409,700000,7474035,-166011,9687912,0,0,0,9521901,"4102910","642","Linn County","Halsey"
"3743","OR","Southern Oregon Education Service District","191001",2020,0,0,0,0,0,0,0,0,0,0,0,7628965,16678148,0,25091069,-35453,49433635,0,0,0,49398182,"4100029","0.00000",NA,NA
"3744","OR","Lane County School District No. 32","86118",2020,6972016,3816340,38029,43076,0,0,3037579,0,0,0,36992,5611,588587,0,3485935,415784,3664349,0,0,0,4080133,"99999","NA",NA,NA
"3745","OR","Springwater Environmental Sciences School","86961",2020,2425193,0,53946,0,681558,0,1689689,0,0,0,0,36250,113003,0,1535149,-218325,1902727,0,0,0,1684402,"99999","NA",NA,NA
"3746","OR","South Columbia Family School","86926",2020,376924,0,11476,0,0,0,365448,0,0,0,0,0,101,0,464116,-25656,489873,0,0,0,464217,"99999","NA",NA,NA
"3747","OR","Lowell School District No. 71","86126",2020,15871455,4501046,965838,160763,252967,2628352,4736928,0,386117,46257,0,140224,4732815,0,10030702,3774508,11129233,0,0,0,14903741,"4107590","860","Lane County","Lowell"
"3748","OR","Siletz Valley School","86888",2020,1700482,0,98711,0,0,41369,1552669,0,0,0,7733,0,403656,0,2967047,1023730,2346973,0,0,0,3370703,"99999","NA",NA,NA
"3749","OR","Sherman County School District","86871",2020,7592142,3571000,244105,822815,0,0,2931863,0,0,0,22359,0,241175,0,6351912,1945812,4647275,0,0,0,6593087,"4111250","267","Sherman County","Moro"
"3750","OR","South Coast Educational Service District","164439",2020,11681277,0,1407075,28112,0,557469,9612288,0,0,82720,67932,6423930,1240575,0,6198944,-1063082,14926531,0,0,0,13863449,"4100024","0.00000",NA,NA
"3751","OR","Umatilla County School District No. 8R","87124",2020,211901018,159161422,3985517,0,0,0,43454544,0,5158822,494104,140713,1146450,6448370,117263,70854944,2237504,76329523,0,0,0,78567027,"4106300","5447.00000","Umatilla County","Hermiston"
"3752","OR","Athena-Weston School District","85053",2020,2680000,2680000,0,0,0,0,0,0,0,0,0,139342,617874,176201,7654500,517924,8069993,0,0,0,8587917,"4101660","584","Umatilla County","Athena"
"3753","OR","Stanfield School District No. 61","87121",2020,14635056,14615534,0,19522,0,0,0,0,0,0,0,506777,520199,0,7356274,1581059,6802191,0,0,0,8383250,"4111790","527","Umatilla County","Stanfield"
"3754","OR","Union County School District No. 15","87144",2020,0,0,0,0,0,0,0,0,0,0,0,30031,397788,6959,3987845,341658,4080965,0,0,0,4422623,"4103540","289.00000",NA,NA
"3755","OR","Pilot Rock School District","87117",2020,7588323,4005000,278704,79714,0,0,2599507,0,625398,0,0,60551,387625,87084,4530556,14955,5050861,0,0,0,5065816,"4109660","303","Umatilla County","Pilot Rock"
"3756","OR","Union County School District No. 5","87140",2020,5813357,5606276,4935,0,202146,0,0,0,0,0,0,270973,424139,0,4712461,783226,4624347,0,0,0,5407573,"4112690","373","Union County","Union"
"3757","OR","Greater Albany Public School District","86187",2020,316454233,199229750,23368958,3053898,0,245235,89043204,0,0,952136,339005,2086625,11822178,7108371,118261424,5832095,133446503,0,0,0,139278598,"4101120","9446","Linn County","Albany"
"3758","OR","Tigard-Tualatin School District No. 23J","87260",2020,549614213,375708807,24822813,0,0,44000,140279260,0,8131056,1323723,628277,3570576,20789959,146390,165717959,-8080480,198305364,0,0,0,190224884,"4112240","12625","Washington County","Tigard"
"3759","OR","Union County School District No. 1","87143",2020,65878373,39726348,3081613,0,4596785,0,17508655,0,850910,201988,0,822188,3383392,1688752,26528939,1593278,30829993,0,0,0,32423271,"99999","NA",NA,NA
"3760","OR","Neah-Kah-Nie School District No. 56","87050",2020,917912,6715000,917912,0,0,0,0,0,172887,0,55103,142803,2416867,0,17167035,997426,18729279,0,0,0,19726705,"4108650","806","Tillamook County","Rockaway Beach"
"3761","OR","Blachly School District No. 90","86129",2020,5412972,538980,882377,79791,0,110961,3800863,0,0,30349,0,36638,301114,0,6186176,2008075,4515853,0,0,0,6523928,"4102160","302.00000",NA,NA
"3762","OR","North Powder School District","87147",2020,8193802,3056937,328441,57017,0,890849,3536080,0,324478,0,0,113450,494776,57658,4236291,-621124,5523299,0,0,0,4902175,"4108940","266.00000",NA,NA
"3763","OR","Enterprise School District No. 21","85613",2020,795000,730000,0,0,0,0,0,0,0,0,0,64958,5120019,10804,869585,281947,5783419,0,0,0,6065366,"4105080","406","Wallowa County","Enterprise"
"3764","OR","Crow-Applegate-Lorane School District No. 66","1266125",2020,9601419,4045841,445183,0,105554,0,4735417,0,269424,0,0,42710,312617,0,4485907,-214169,5055403,0,0,0,4841234,"4103780","260","Lane County","Eugene"
"3765","OR","Wasco County School District No. 29","90886",2020,4435638,4173487,53954,208197,0,0,0,0,0,0,0,141502,1043274,3471637,4681745,3092754,6245404,0,0,0,9338158,"4104410","356.00000","Wasco County","Dufur"
"3766","OR","Union County School District No. 23","90888",2020,312475,310657,1818,0,0,0,0,0,0,0,0,52940,701639,0,4717271,144406,5327444,0,0,0,5471850,"4104590","412.00000","Union County","Elgin"
"3767","OR","Tillamook School District No. 9","197354",2020,34472963,17343462,5373952,0,0,0,9905953,0,1399428,205958,34057,333994,5187431,3149005,27545741,3543293,32672878,0,0,0,36216171,"4112320","2254","Tillamook County","Tillamook"
"3768","OR","Joseph School District No. 6","85984",2020,0,0,0,79303,0,0,0,0,0,0,0,50970,3792480,0,2209576,105772,5947254,0,0,0,6053026,"4106870","264","Wallowa County","Joseph"
"3769","OR","Wallowa School District No. 12","87209",2020,0,0,0,3080,0,0,0,0,0,0,0,80498,45292,2922028,503259,-71786,3622863,0,0,0,3551077,"4112990","200.00000","Wallowa County","Wallowa"
"3770","OR","South Wasco County School District No. 1","87242",2020,4393310,0,313856,213083,0,20235,3872548,0,0,26412,0,131849,373010,0,4165374,-309966,4980199,0,0,0,4670233,"4100021","226","Wasco County","Maupin"
"3771","OR","Gaston School District","87262",2020,21005564,15793234,512380,0,0,0,4405641,0,269245,0,25064,146429,694420,0,7326042,-662738,8829629,0,0,0,8166891,"4105430","552","Washington County","Gaston"
"3772","PA","Central Dauphin School District","37964",2020,489437452,129539571,28039721,7165085,0,12010000,269561000,0,38810338,0,4311737,2831300,63170080,0,141129513,-5676417,212807310,0,0,0,207130893,"4205400","12214","Dauphin County","Harrisburg"
"3773","OR","Forest Grove School District No. 15","85656",2020,160786113,74425278,18869249,0,0,0,65644102,0,1723810,666452,123674,4670247,12794849,0,74901649,-6103896,98470641,0,0,0,92366745,"4105160","6051","Washington County","Forest Grove"
"3774","PA","Ambridge Area School District","37864",2020,129520216,65079849,5103875,349678,0,0,54923000,0,3285938,0,683631,255854,10884012,634590,37455429,-2247871,51477756,0,0,0,49229885,"4202440","2390","Beaver County","Ambridge"
"3775","OR","Banks School District No. 13","85091",2020,22599565,9786165,1806424,0,0,327511,10190405,0,489060,0,0,149513,760407,0,13144912,-863422,14918254,0,0,0,14054832,"4101830","1147","Washington County","Banks"
"3776","PA","Berwick Area School District","37950",2020,97427079,0,3757000,0,0,16280105,70735000,0,3216000,0,3398346,304516,12850434,0,34655772,-1824453,49635175,0,0,0,47810722,"4203480","2757","Luzerne County","Berwick"
"3777","PA","Avon Grove School District","37936",2020,208561040,49532456,12567098,30912,0,0,111109000,0,21789408,0,1724771,1206354,16299567,0,77578339,1790853,93293407,0,0,0,95084260,"4202790","5084","Chester County","West Grove"
"3778","PA","Bucks County Technical High School","42507",2020,56678362,0,3325416,0,0,0,49309000,0,2914832,0,1129114,22074717,5775612,171364,85193,-1103969,29210855,0,0,0,28106886,"4280090","1461",NA,NA
"3779","PA","Central Fulton School District","42881",2020,41680611,13448507,2069869,0,0,0,22690000,0,3008555,0,463680,327070,4502851,0,11966594,-1522640,18319155,0,0,0,16796515,"4214850","1009","Fulton County","McConnellsburg"
"3780","PA","Catasauqua Area School District","38051",2020,99032919,44431051,3683199,474496,0,0,41964000,0,7619564,0,860609,437473,11797633,0,21549051,1181844,32602313,0,0,0,33784157,"4205160","1510","Lehigh County","Catasauqua"
"3781","PA","Carmichaels Area School District","38002",2020,52202599,26349837,1819291,0,0,0,21286000,0,2278041,0,469430,204203,4867534,663786,12792874,301091,18227306,0,0,0,18528397,"4205070","1064","Greene County","Carmichaels"
"3782","PA","Eastern York School District","38197",2020,102140367,28392097,5656229,2040114,0,0,58900493,0,6517989,0,633445,771827,9637441,674661,39476074,6676580,43883423,0,0,0,50560003,"4208790","2422","York County","Wrightsville"
"3783","PA","Appalachia Intermediate Unit No. 8","60736",2020,66048786,1189681,19422586,0,0,0,40668957,0,3857240,0,910322,18726499,28611245,0,520991,1468558,46390177,0,160101,0,47858735,"4289180","0",NA,NA
"3784","PA","Bermudian Springs School District","37827",2020,111977661,59015431,3333793,456104,0,0,41262000,0,7498103,0,412230,396579,5031339,0,26429199,198582,31658535,0,0,0,31857117,"4203450","1913","Adams County","York Springs"
"3785","PA","Bellefonte Area School District","37927",2020,107648459,27381886,6299363,327592,0,0,66946000,0,5569012,0,1124606,621796,11086122,0,41612024,1824919,51495023,0,0,0,53319942,"4203240","2681","Centre County","Bellefonte"
"3786","PA","Cornwall Lebanon School District","38047",2020,165365746,24443924,12560763,82289,0,0,116348346,0,9458378,0,2472047,994572,14850614,622378,69292050,2692167,83067447,0,0,0,85759614,"4206840","4903","Lebanon County","Lebanon"
"3787","PA","Columbia Borough School District","38028",2020,52424483,16046178,4319479,0,0,295000,27601738,0,4014977,0,147111,162505,7765613,25281,19870244,4093438,23730205,0,0,0,27823643,"4206360","1354","Lancaster County","Columbia"
"3788","PA","Bradford Area School District","38075",2020,72295753,0,5906483,158584,0,0,59227000,0,6206828,0,752005,1166225,14346029,0,27266081,1649616,41128719,0,0,0,42778335,"4204020","2635","McKean County","Bradford"
"3789","PA","Donegal School District","38035",2020,121747351,42655969,6468898,0,0,0,65682782,0,5515417,0,233162,706748,11873646,51000,41949358,1745243,52835509,0,0,0,54580752,"4207650","2993","Lancaster County","Mount Joy"
"3790","PA","Abington School District","38087",2020,479861259,151950000,23306667,0,0,0,269327000,0,19118051,0,2677790,1536260,24012146,6033425,134844540,5886048,160540323,0,0,0,166426371,"4202040","8534","Montgomery County","Abington"
"3791","PA","Derry Township School District","228648",2020,148718319,25567692,7049233,3050115,0,0,97261000,0,14269485,0,1520794,2212919,13292750,0,51728757,-1972331,69206757,0,0,0,67234426,"4207590","3523","Dauphin County","Hershey"
"3792","PA","Bethlehem Area School District","38106",2020,751760250,0,43643447,278347,0,0,352818935,0,52229521,0,5847368,3865452,50397610,1918985,236850573,3187956,289844664,1300434,5605974,0,293032620,"4203570","13424","Northampton County","Bethlehem"
"3793","PA","Charleroi Area School District","38157",2020,72725628,26462528,5602537,0,0,0,34439000,0,5619155,0,249481,291242,8490168,0,17910036,1362049,25329397,0,0,0,26691446,"4205640","1432","Washington County","Charleroi"
"3794","PA","Bangor Area School District","38105",2020,140318185,36274672,7438216,154340,0,0,81822781,0,14242115,0,386061,599089,12098826,1106639,46404036,3879363,56329227,0,0,0,60208590,"4203000","2969","Northampton County","Bangor"
"3795","PA","Conneaut School District","37952",2020,97976272,29965199,4841208,0,0,0,45472695,0,16537470,0,1159700,182865,11480935,0,28859473,3766600,36756673,0,0,0,40523273,"4206590","1861","Crawford County","Linesville"
"3796","PA","Clearfield Area School District","37944",2020,108912845,43923049,4618148,0,0,0,52022000,0,7024000,0,1325648,556610,11175105,588545,30225133,415722,42129671,0,0,0,42545393,"4206150","2148","Clearfield County","Clearfield"
"3797","PA","Blast Intermediate Unit No. 17","38074",2020,49301350,0,6253937,0,0,0,40147000,0,2586313,0,314100,16482817,20581063,0,132284,943513,36252651,0,0,0,37196164,"4289270","310",NA,NA
"3798","PA","Bellwood-Antis School District","37890",2020,42967144,13565000,2580786,0,0,0,23643968,0,2641316,0,536074,364185,3573708,0,15911848,-84673,19934414,0,0,0,19849741,"4203300","1247","Blair County","Bellwood"
"3799","PA","Conrad Weiser Area School District","45426",2020,137401429,50658111,9457283,0,0,0,69800000,0,6717864,0,579171,1961437,9838641,1438549,40587722,731696,53094653,0,0,0,53826349,"4206780","2621","Berks County","Robesonia"
"3800","PA","Eastern Center for Arts and Technology","38103",2020,15764503,0,1357830,0,0,0,13427000,0,769613,0,210060,379537,2122520,0,7899968,833400,9568625,0,0,0,10402025,"428034007081","17",NA,NA
"3801","PA","Carlynton School District","37831",2020,59236058,4283902,4237305,39788,0,0,41028000,0,9018950,0,299996,134337,6255629,0,24031075,448942,29972099,0,0,0,30421041,"4205040","1367","Allegheny County","Carnegie"
"3802","PA","Conemaugh Valley School District","37920",2020,31998792,13605065,1534172,0,0,0,14924000,0,1337631,0,248106,67320,4173384,174437,9289036,865073,12839104,28437,569106,0,13704177,"4206430","687","Cambria County","Johnstown"
"3803","PA","Bedford Area School District","37876",2020,63123076,14575000,6188399,411394,0,0,36678000,0,4359000,0,911283,460819,7678882,0,23343073,685862,30796912,0,0,0,31482774,"4203180","1777","Bedford County","Bedford"
"3804","PA","Dover Area School District","38190",2020,210091928,100021444,11533855,938237,0,0,87390000,0,8742852,0,1465540,885544,15014832,0,49797300,-4370646,70068322,0,0,0,65697676,"4207680","3493","York County","Dover"
"3805","OR","Mitchell School District No. 55","87301",2020,959512,0,27617,0,0,0,931895,0,0,12018,0,38400,195299,0,7052735,213541,7072893,0,0,0,7286434,"4108280","533","Wheeler County","Mitchell"
"3806","PA","Claysburg-Kimmel School District","37891",2020,32221855,10910000,2042646,0,0,0,16842000,0,1856000,0,571209,188913,4147527,213132,9151897,-259872,13961341,0,0,0,13701469,"4206120","818","Blair County","Claysburg"
"3807","PA","Ferndale Area School District","37915",2020,21599989,0,1537963,0,0,0,16234000,0,3828026,0,0,60323,3920638,13211,8428844,263560,12159456,0,0,0,12423016,"4209750","608","Cambria County","Johnstown"
"3808","PA","Carlisle Area School District","37955",2020,168382090,47925910,9591066,0,0,0,101705390,0,7487708,0,1672016,1471942,15647270,963982,73431462,9171882,82342774,0,0,0,91514656,"4205010","5149","Cumberland County","Carlisle"
"3809","PA","Central Valley School District","54115",2020,107680491,44973346,3492647,0,0,0,53062000,0,4061108,0,542304,505457,8448213,0,29397843,-1234559,39586072,0,0,0,38351513,"4200824","2314","Beaver County","Monaca"
"3810","PA","Career Technology Center of Lackawanna County","87518",2020,27791811,12691435,1679607,51293,0,0,11368174,0,1712010,0,289292,986980,1691377,174080,6460276,-230895,9543608,0,156003,0,9312713,"428026009930","18",NA,NA
"3811","PA","Dallastown Area School District","38189",2020,281843598,76716748,10227668,820565,0,0,165096000,0,25232569,0,2000183,1555875,22085609,0,88813389,-526304,112981177,1174034,1220216,0,112454873,"4207230","6469","York County","Dallastown"
"3812","PA","Cumberland Valley School District","37960",2020,361346482,132683960,17273913,0,0,0,193072000,0,14494636,0,3821973,2916797,23784253,0,120211898,-2559416,149472364,0,0,0,146912948,"4207110","9436","Cumberland County","Mechanicsburg"
"3813","PA","Chestnut Ridge School District","37874",2020,44157853,10371000,2550380,0,0,0,27882000,0,3140000,0,180961,285055,6436118,469182,15639709,406527,22423537,0,0,0,22830064,"4205880","1316","Bedford County","Fishertown"
"3814","PA","Delaware County Intermediate Unit","151348",2020,144604942,0,31140449,0,0,0,107319000,0,4879000,1426576,1266493,9357838,87337851,0,1268015,4014647,93949057,0,0,0,97963704,"4289350","349",NA,NA
"3815","PA","Farrell Area School District","38076",2020,64558273,20840502,3369541,0,0,0,33543000,0,4241818,0,452768,294787,13697793,0,12747249,-238059,26977888,0,0,0,26739829,"4209690","641","Mercer County","Farrell"
"3816","PA","Canton Area School District","37895",2020,31072211,4779458,2168219,0,0,0,22460000,0,1477402,0,187132,97332,4592002,278545,11562187,489127,16040939,0,0,0,16530066,"4204920","917","Bradford County","Canton"
"3817","PA","Altoona Area School District","37887",2020,318554093,119940000,23057872,0,0,0,156597387,0,14858543,0,4100291,1707725,37630692,0,71154193,-9626770,120119380,0,0,0,110492610,"4202340","7486","Blair County","Altoona"
"3818","PA","Blue Mountain School District","38131",2020,108760168,27465000,5867611,558721,0,0,53519000,0,20012702,0,1337134,838143,7811523,594754,36416054,2859037,42801437,0,0,0,45660474,"4203870","2564","Schuylkill County","Orwigsburg"
"3819","PA","East Allegheny School District","37855",2020,88847013,31782654,5948473,0,2681073,3161229,38830000,0,6079887,0,363697,148962,9074523,462009,26597809,2422167,33861136,0,0,0,36283303,"4208060","1555","Allegheny County","North Versailles"
"3820","PA","Fleetwood Area School District","47335",2020,97706240,22759785,2881080,0,0,0,65168000,0,5900556,0,996819,676367,8871079,392944,36672136,509921,46102605,0,0,0,46612526,"4209780","2428","Berks County","Fleetwood"
"3821","PA","Bucks County Intermediate Unit 22","151326",2020,242969300,0,40997809,0,0,0,185633000,0,13354241,0,2984250,72009079,86388091,0,1006199,-1288432,160691803,17489785,247520,0,159403371,"4289320","586",NA,NA
"3822","PA","Cocalico School District","38027",2020,103195409,1193013,9398145,904373,0,0,80700000,0,6754000,0,4249530,752138,12052050,68223,47508280,1194595,59186096,600188,2153136,0,60380691,"4206270","2979","Lancaster County","Denver"
"3823","PA","Ephrata Area School District","38030",2020,129474251,12604328,8354577,0,0,0,98243000,0,8264601,0,2007745,682814,14081032,37482,58708545,965554,72544319,0,0,0,73509873,"4209270","4171","Lancaster County","Ephrata"
"3824","PA","Armstrong School District","37861",2020,312144598,138763785,13821871,0,0,0,135061000,0,23380000,0,1117942,641486,29239806,1366511,72061991,1642931,101666863,0,0,0,103309794,"4202590","4965","Armstrong County","Kittanning"
"3825","PA","Eastern Lancaster County School District","38040",2020,97527983,5518623,10494100,0,0,0,73448695,0,7451300,0,385188,3488208,12608147,0,45043232,5512865,55626722,0,0,0,61139587,"4208820","3038","Lancaster County","New Holland"
"3826","PA","Bethel Park School District","37830",2020,255242600,80936295,13059052,0,0,0,130409000,0,26740846,0,4097407,1096415,15366255,0,69948486,-2148309,88559465,0,0,0,86411156,"4203510","4032","Allegheny County","Bethel Park"
"3827","PA","Capital Area Intermediate Unit","37958",2020,130941173,553637,17161726,0,0,0,104887000,0,7362000,0,976810,38553789,60656616,0,104886,-231166,99546457,0,0,0,99315291,"4289250","324",NA,NA
"3828","PA","Brookville Area School District","38014",2020,54941872,13969340,2679971,0,0,1157616,34011000,0,2356600,0,753091,349791,7965001,496467,18522771,1363798,25970232,0,0,0,27334030,"4204320","1463","Jefferson County","Brookville"
"3829","PA","Crawford Central School District","37953",2020,123575659,27662658,6145539,335619,0,0,79530434,0,8456632,0,1444777,564856,17314465,0,44626895,2219763,60286453,0,0,0,62506216,"4207080","3437","Crawford County","Meadville"
"3830","PA","Chichester School District","37976",2020,162148081,38692643,7365125,943124,0,0,102547000,0,11321551,0,1278638,376939,14862605,0,63498924,-604783,79343251,0,0,0,78738468,"4205910","3200","Delaware County","Aston"
"3831","PA","Annville-Cleona School District","49449",2020,68325033,26917022,3732130,106155,0,0,32841391,0,4161415,0,516865,365848,4939662,0,21100956,1489036,24917430,0,0,0,26406466,"4202490","1439","Lebanon County","Annville"
"3832","PA","Centennial School District","37906",2020,370809953,143121099,17518185,1286346,0,0,188299997,0,18851709,0,947930,998673,21745837,0,103298198,-843445,126886153,0,0,0,126042708,"4205190","5471","Bucks County","Warminster"
"3833","PA","East Stroudsburg Area School District","38083",2020,435534251,138236891,24035862,2178818,0,382438,220674000,0,42070857,0,7955385,930671,58216225,0,102560112,2511157,159195851,0,0,0,161707008,"4208670","6668","Monroe County","East Stroudsburg"
"3834","PA","Big Spring School District","37959",2020,119237769,40764444,5670044,0,0,0,65074608,0,6729449,0,999224,1254911,10490125,578022,41662165,382722,53602501,0,0,0,53985223,"4203660","2554","Cumberland County","Newville"
"3835","PA","Dubois Area School District","37943",2020,134775062,29949942,11273847,0,0,3362433,82057000,0,8569000,0,1554170,969355,18937018,529243,42036838,5027487,57444967,0,0,0,62472454,"4207830","3491","Clearfield County","DuBois"
"3836","PA","Bethlehem-Center School District","38163",2020,48717160,11999381,3729594,0,0,0,27888000,0,4669541,0,338559,277517,6467939,0,13981295,-1534924,22261675,0,0,0,20726751,"4203600","1128","Washington County","Fredericktown"
"3837","PA","Downingtown Area School District","37932",2020,492139158,128670133,41809013,0,0,0,288835822,0,28879682,0,3944508,4982913,41418480,0,193790043,12865639,227325797,0,0,0,240191436,"4207710","13079","Chester County","Downingtown"
"3838","PA","Daniel Boone Area School District","46553",2020,163002225,72050733,7540377,1515064,0,0,73776000,0,7304666,0,815385,799266,10787315,560549,48169904,3660898,56656136,0,0,0,60317034,"4207290","3254","Berks County","BIRDSBORO"
