"","NCES District ID","State District ID","nces_original_name","county","City","state","student","name"
"865","4203840","PA-116191203","Bloomsburg Area SD","Columbia County","Bloomsburg","PA",1498,"bloomsburg area sd"
"866","0405320","AZ-4230","Morenci Unified District (4230)","Greenlee County","MORENCI","AZ",1492,"morenci unified district (4230)"
"867","0406960","AZ-4210","San Carlos Unified District (4210)","Gila County","SAN CARLOS","AZ",1492,"san carlos unified district (4210)"
"868","0100180","AL-109","Attalla City","Etowah County","Attalla","AL",1490,"attalla city"
"869","0103510","AL-066","Wilcox County","Wilcox County","Camden","AL",1490,"wilcox county"
"870","3611160","NY-280222020000","FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT","Nassau County","FLORAL PARK","NY",1488,"floral park-bellerose union free school district"
"871","0102550","AL-178","Oneonta City","Blount County","Oneonta","AL",1488,"oneonta city"
"872","3401950","NJ-270450","Boonton Town School District","Morris County","Boonton","NJ",1482,"boonton town school district"
"873","0103420","AL-201","Tuscumbia City","Colbert County","Tuscumbia","AL",1477,"tuscumbia city"
"874","3904678","OH-046789","Edison Local (formerly Berlin-Milan)","Erie County","Milan","OH",1476,"edison local (formerly berlin-milan)"
"875","1803300","IN-5280","Elwood Community School Corp","Madison County","Elwood","IN",1476,"elwood community school corp"
"876","4702610","TN-00161","Manchester","Coffee County","Manchester","TN",1475,"manchester"
"877","0506540","AR-0403000","GENTRY SCHOOL DISTRICT","Benton County","GENTRY","AR",1466,"gentry school district"
"878","0100480","AL-006","Bullock County","Bullock County","Union Springs","AL",1459,"bullock county"
"879","2000002","KS-D0400","Smoky Valley","McPherson County","Lindsborg","KS",1452,"smoky valley"
"880","0904290","CT-1340011","Stafford School District","Tolland County","Stafford Springs","CT",1448,"stafford school district"
"881","0200540","AK-34","Nenana City School District","Yukon-Koyukuk Census Area","Nenana","AK",1442,"nenana city school district"
"882","0805490","CO-1030","Manitou Springs School District No. 14 in the county of El","El Paso County","MANITOU SPRINGS","CO",1441,"manitou springs school district no. 14 in the county of el"
"883","3305580","NH-427","Pembroke School District","Merrimack County","Pembroke","NH",1440,"pembroke school district"
"884","2505485","MA-0821","Greater Fall River Regional Vocational Technical","Bristol County","Fall River","MA",1433,"greater fall river regional vocational technical"
"885","2628890","MI-31110","Houghton-Portage Township School District","Houghton County","HOUGHTON","MI",1429,"houghton-portage township school district"
"886","0802610","CO-2395","School District No. Re-2 Brush","Morgan County","BRUSH","CO",1429,"school district no. re-2 brush"
"887","1803000","IN-8215","East Washington School Corp","Washington County","Pekin","IN",1425,"east washington school corp"
"888","0805130","CO-2520","East Otero School District No. R1","Otero County","LA JUNTA","CO",1422,"east otero school district no. r1"
"889","0506870","AR-0803000","GREEN FOREST SCHOOL DISTRICT","Carroll County","GREEN FOREST","AR",1418,"green forest school district"
"890","2200022","LA-318","LSU Laboratory School","East Baton Rouge Parish","Baton Rouge","LA",1416,"lsu laboratory school"
"891","3629400","NY-660805030000","VALHALLA UNION FREE SCHOOL DISTRICT","Westchester County","VALHALLA","NY",1415,"valhalla union free school district"
"892","0409190","AZ-4236","Wickenburg Unified District (4236)","Maricopa County","WICKENBURG","AZ",1415,"wickenburg unified district (4236)"
"893","3013310","MT-0023","Hardin Elem","Big Horn County","Hardin","MT",1413,"hardin elem"
"894","1801770","IN-6825","Randolph Central School Corp","Randolph County","Winchester","IN",1412,"randolph central school corp"
"895","0506420","AR-2602000","FOUNTAIN LAKE SCHOOL DISTRICT","Garland County","HOT SPRINGS","AR",1407,"fountain lake school district"
"896","0502580","AR-4101000","ASHDOWN SCHOOL DISTRICT","Little River County","ASHDOWN","AR",1406,"ashdown school district"
"897","1811260","IN-6350","Tell City-Troy Twp School Corp","Perry County","Tell City","IN",1401,"tell city-troy twp school corp"
"898","3605340","NY-661402020000","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Westchester County","BRIARCLIFF MANOR","NY",1398,"briarcliff manor union free school district"
"899","0803960","CO-1150","Fremont Re-2","Fremont County","FLORENCE","CO",1398,"fremont re-2"
"900","0508700","AR-3604000","LAMAR SCHOOL DISTRICT","Johnson County","LAMAR","AR",1396,"lamar school district"
"901","1000270","DE-37","Delmar School District","Sussex County","Delmar","DE",1395,"delmar school district"
"902","0403040","AZ-4247","Fountain Hills Unified District (4247)","Maricopa County","FOUNTAIN HILLS","AZ",1392,"fountain hills unified district (4247)"
"903","0903750","CT-2080012","Regional School District 08","Tolland County","Hebron","CT",1391,"regional school district 08"
"904","2003720","KS-D0348","Baldwin City","Douglas County","Baldwin City","KS",1390,"baldwin city"
"905","1802700","IN-0755","Delphi Community School Corp","Carroll County","Delphi","IN",1390,"delphi community school corp"
"906","3624630","NY-661905020000","BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT","Westchester County","RYE BROOK","NY",1387,"blind brook-rye union free school district"
"907","4636990","SD-61008","Dakota Valley School District 61-8","Union County","North Sioux City","SD",1381,"dakota valley school district 61-8"
"908","1810680","IN-0815","Lewis Cass Schools","Cass County","Walton","IN",1376,"lewis cass schools"
"909","2305500","ME-1663","Ellsworth Public Schools","Hancock County","Ellsworth","ME",1375,"ellsworth public schools"
"910","1808280","IN-3435","Shenandoah School Corporation","Henry County","Middletown","IN",1365,"shenandoah school corporation"
"911","3617820","NY-230901040000","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","Lewis County","LOWVILLE","NY",1364,"lowville academy & central school district"
"912","1807980","IN-6715","North Putnam Community Schools","Putnam County","Bainbridge","IN",1364,"north putnam community schools"
"913","0802400","CO-1530","Bayfield School District No. 10Jt-R","La Plata County","BAYFIELD","CO",1363,"bayfield school district no. 10jt-r"
"914","1805910","IN-2950","Linton-Stockton School Corporation","Greene County","Linton","IN",1361,"linton-stockton school corporation"
"915","0806540","CO-0123","Sheridan School District No. 2","Arapahoe County","ENGLEWOOD","CO",1359,"sheridan school district no. 2"
"916","4216860","PA-122097604","New Hope-Solebury SD","Bucks County","New Hope","PA",1358,"new hope-solebury sd"
"917","0903330","CT-1110011","Plymouth School District","Litchfield County","Terryville","CT",1358,"plymouth school district"
"918","5507650","WI-2884","Lake Geneva-Genoa City UHS School District","Walworth County","Lake Geneva","WI",1355,"lake geneva-genoa city uhs school district"
"919","0804320","CO-1350","East Grand School District No. 2","Grand County","GRANBY","CO",1354,"east grand school district no. 2"
"920","3627660","NY-060201060000","SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN","Chautauqua County","JAMESTOWN","NY",1354,"southwestern central school district at jamestown"
"921","2010890","KS-D0382","Pratt","Pratt County","Pratt","KS",1353,"pratt"
"922","3904963","OH-049635","Northwest Local","Scioto County","Mc Dermott","OH",1352,"northwest local"
"923","3606540","NY-280411030000","CARLE PLACE UNION FREE SCHOOL DISTRICT","Nassau County","CARLE PLACE","NY",1350,"carle place union free school district"
"924","0407130","AZ-4155","Round Valley Unified District (4155)","Apache County","SPRINGERVILLE","AZ",1350,"round valley unified district (4155)"
"925","2700019","MN-012149","MINNEWASKA SCHOOL DISTRICT","Pope County","GLENWOOD","MN",1349,"minnewaska school district"
"926","0904140","CT-1290011","Somers School District","Tolland County","Simsbury","CT",1349,"somers school district"
"927","0504410","AR-7102000","CLINTON SCHOOL DISTRICT","Van Buren County","CLINTON","AR",1346,"clinton school district"
"928","0505430","AR-5802000","DOVER SCHOOL DISTRICT","Pope County","DOVER","AR",1344,"dover school district"
"929","0804380","CO-1220","Grand Valley School District No. 16 in the county of Garfi","Garfield County","PARACHUTE","CO",1341,"grand valley school district no. 16 in the county of garfi"
"930","0400212","AZ-79226","Benson Unified School District (79226)","Cochise County","BENSON","AZ",1336,"benson unified school district (79226)"
"931","2306510","ME-219","Hermon Public Schools","Penobscot County","Hermon","ME",1334,"hermon public schools"
"932","5506120","WI-2436","Hartford UHS School District","Washington County","Hartford","WI",1333,"hartford uhs school district"
"933","1808190","IN-8375","Northeastern Wayne Schools","Wayne County","Fountain City","IN",1332,"northeastern wayne schools"
"934","1808640","IN-6155","Paoli Community School Corp","Orange County","Paoli","IN",1331,"paoli community school corp"
"935","0806330","CO-0500","Salida School District No. R-32","Chaffee County","SALIDA","CO",1331,"salida school district no. r-32"
"936","3905058","OH-050583","Southeast Local","Wayne County","Apple Creek","OH",1331,"southeast local"
"937","2004890","KS-D0379","Clay Center","Clay County","Clay Center","KS",1330,"clay center"
"938","3301470","NH-017","Amherst School District","Hillsborough County","Amherst","NH",1309,"amherst school district"
"939","0102610","AL-180","Opp City","Covington County","Opp","AL",1308,"opp city"
"940","1800060","IN-0015","Adams Central Community Schools","Adams County","Monroe","IN",1304,"adams central community schools"
"941","4204860","PA-115211003","Camp Hill SD","Cumberland County","Camp Hill","PA",1303,"camp hill sd"
"942","1811250","IN-3460","Taylor Community School Corp","Howard County","Kokomo","IN",1301,"taylor community school corp"
"943","3626940","NY-421601060000","SKANEATELES CENTRAL SCHOOL DISTRICT","Onondaga County","SKANEATELES","NY",1300,"skaneateles central school district"
"944","0403290","AZ-4157","Ganado Unified School District (4157)","Apache County","GANADO","AZ",1299,"ganado unified school district (4157)"
"945","1810260","IN-0035","South Adams Schools","Adams County","Berne","IN",1298,"south adams schools"
"946","3607770","NY-411101060000","CLINTON CENTRAL SCHOOL DISTRICT","Oneida County","CLINTON","NY",1297,"clinton central school district"
"947","2307530","ME-266","Lisbon Public Schools","Androscoggin County","Lisbon","ME",1297,"lisbon public schools"
"948","0903390","CT-1130011","Portland School District","Middlesex County","Portland","CT",1296,"portland school district"
"949","2738880","MN-010099","ESKO PUBLIC SCHOOL DISTRICT","Carlton County","ESKO","MN",1295,"esko public school district"
"950","0505760","AR-7201000","ELKINS SCHOOL DISTRICT","Washington County","ELKINS","AR",1290,"elkins school district"
"951","3413750","NJ-254365","Red Bank Regional School District","Monmouth County","Little Silver","NJ",1290,"red bank regional school district"
"952","0903540","CT-2180012","Regional School District 18","New London County","Old Lyme","CT",1288,"regional school district 18"
"953","1810640","IN-2100","Southeast Dubois Co Sch Corp","Dubois County","Ferdinand","IN",1287,"southeast dubois co sch corp"
"954","4222260","PA-116197503","Southern Columbia Area SD","Columbia County","Catawissa","PA",1285,"southern columbia area sd"
"955","0103270","AL-197","Tarrant City","Jefferson County","Tarrant","AL",1285,"tarrant city"
"956","0102160","AL-043","Lowndes County","Lowndes County","Hayneville","AL",1281,"lowndes county"
"957","1811910","IN-7215","Union-North United School Corp","St. Joseph County","Lakeville","IN",1281,"union-north united school corp"
"958","0901110","CT-0370011","Derby School District","New Haven County","Derby","CT",1280,"derby school district"
"959","5900037","BI-D33N19","Tuba City Boarding School","Coconino County","Tuba City","AZ",1280,"tuba city boarding school"
"960","3905000","OH-050005","Manchester Local","Summit County","Akron","OH",1279,"manchester local"
"961","1601950","ID-021","MARSH VALLEY JOINT DISTRICT","Bannock County","ARIMO","ID",1277,"marsh valley joint district"
"962","0405070","AZ-4488","Mingus Union High School District (4488)","Yavapai County","COTTONWOOD","AZ",1273,"mingus union high school district (4488)"
"963","0503450","AR-4201000","BOONEVILLE SCHOOL DISTRICT","Logan County","BOONEVILLE","AR",1272,"booneville school district"
"964","0103540","AL-204","Winfield City","Marion County","Winfield","AL",1272,"winfield city"
"965","0101640","AL-146","Geneva City","Geneva County","Geneva","AL",1268,"geneva city"
"966","2917850","MO-006104","LAMAR R-I","Barton County","LAMAR","MO",1267,"lamar r-i"
"967","1810410","IN-4325","South Knox School Corp","Knox County","Vincennes","IN",1265,"south knox school corp"
"968","3418300","NJ-035830","Wood-Ridge School District","Bergen County","Wood-Ridge","NJ",1263,"wood-ridge school district"
"969","2909780","MO-022092","CLEVER R-V","Christian County","CLEVER","MO",1260,"clever r-v"
"970","2005790","KS-D0218","Elkhart","Morton County","Elkhart","KS",1257,"elkhart"
"971","1801740","IN-6325","Perry Central Com Schools Corp","Perry County","Leopold","IN",1250,"perry central com schools corp"
"972","2745735","MN-012805","ZUMBROTA-MAZEPPA SCHOOL DISTRICT","Wabasha County","MAZEPPA","MN",1248,"zumbrota-mazeppa school district"
"973","0500023","AR-3403000","NEWPORT SCHOOL DISTRICT","Jackson County","NEWPORT","AR",1245,"newport school district"
"974","0100690","AL-012","Choctaw County","Choctaw County","Butler","AL",1242,"choctaw county"
"975","1802160","IN-1160","Clinton Prairie School Corporation","Clinton County","Frankfort","IN",1242,"clinton prairie school corporation"
"976","1001680","DE-40","Sussex Technical School District","Sussex County","Georgetown","DE",1241,"sussex technical school district"
"977","3303850","NH-260","Hollis/Brookline Coop School District","Hillsborough County","Hollis","NH",1240,"hollis/brookline coop school district"
"978","1802910","IN-4680","Lake Station Community Schools","Lake County","Lake Station","IN",1239,"lake station community schools"
"979","0504050","AR-6802000","CAVE CITY SCHOOL DISTRICT","Sharp County","CAVE CITY","AR",1237,"cave city school district"
"980","0903210","CT-1070011","Orange School District","New Haven County","Orange","CT",1234,"orange school district"
"981","0508400","AR-7307000","RIVERVIEW SCHOOL DISTRICT","White County","SEARCY","AR",1232,"riverview school district"
"982","0507680","AR-5403000","HELENA/ W.HELENA SCHOOL DIST.","Phillips County","HELENA","AR",1228,"helena/ w.helena school dist."
"983","0500001","AR-0101000","DEWITT SCHOOL DISTRICT","Arkansas County","DEWITT","AR",1225,"dewitt school district"
"984","3904603","OH-046037","Eastern Local School District","Brown County","Winchester","OH",1223,"eastern local school district"
"985","0507320","AR-6304000","HARMONY GROVE SCHOOL DISTRICT","Saline County","BENTON","AR",1223,"harmony grove school district"
"986","0103090","AL-060","Sumter County","Sumter County","Livingston","AL",1223,"sumter county"
"987","4216440","PA-104375203","Neshannock Township SD","Lawrence County","New Castle","PA",1217,"neshannock township sd"
"988","3005310","MT-1212","Butte H S","Silver Bow County","Butte","MT",1216,"butte h s"
"989","0500029","AR-4708000","GOSNELL SCHOOL DISTRICT","Mississippi County","GOSNELL","AR",1215,"gosnell school district"
"990","1810560","IN-7445","South Spencer County Sch Corp","Spencer County","Rockport","IN",1215,"south spencer county sch corp"
"991","0502700","AR-7301000","BALD KNOB SCHOOL DISTRICT","White County","BALD KNOB","AR",1212,"bald knob school district"
"992","0505500","AR-2104000","DUMAS SCHOOL DISTRICT","Desha County","DUMAS","AR",1207,"dumas school district"
"993","2717520","MN-010813","LAKE CITY PUBLIC SCHOOL DISTRICT","Wabasha County","LAKE CITY","MN",1207,"lake city public school district"
"994","1805880","IN-1895","Liberty-Perry Community Sch Corp","Delaware County","Selma","IN",1204,"liberty-perry community sch corp"
"995","3904643","OH-046433","Crestview Local","Columbiana County","Columbiana","OH",1203,"crestview local"
"996","0200240","AK-42","Sitka School District","Sitka City and Borough","Sitka","AK",1203,"sitka school district"
"997","1807110","IN-6620","Eastern Pulaski Community Sch Corp","Pulaski County","Winamac","IN",1200,"eastern pulaski community sch corp"
"998","3904621","OH-046219","West Liberty-Salem Local","Champaign County","West Liberty","OH",1197,"west liberty-salem local"
"999","1803120","IN-3145","Eastern Hancock Co Com Sch Corp","Hancock County","Charlottesville","IN",1195,"eastern hancock co com sch corp"
"1000","0509630","AR-2105000","MCGEHEE SCHOOL DISTRICT","Desha County","MCGEHEE","AR",1195,"mcgehee school district"
"1001","3629670","NY-011003060000","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","Albany County","VOORHEESVILLE","NY",1195,"voorheesville central school district"
"1002","4641550","SD-41004","Lennox School District 41-4","Lincoln County","Lennox","SD",1194,"lennox school district 41-4"
"1003","5506140","WI-2460","Hartland-Lakeside J3 School District","Waukesha County","Hartland","WI",1192,"hartland-lakeside j3 school district"
"1004","1000750","DE-39","POLYTECH School District","Kent County","Woodside","DE",1192,"polytech school district"
"1005","2004920","KS-D0264","Clearwater","Sedgwick County","Clearwater","KS",1191,"clearwater"
"1006","0903180","CT-1060011","Old Saybrook School District","Middlesex County","Old Saybrook","CT",1191,"old saybrook school district"
"1007","5507440","WI-2828","Kiel Area School District","Manitowoc County","Kiel","WI",1190,"kiel area school district"
"1008","5500330","WI-0126","Tomorrow River School District","Portage County","Amherst","WI",1182,"tomorrow river school district"
"1009","0102670","AL-053","Perry County","Perry County","Marion","AL",1178,"perry county"
"1010","0503090","AR-0502000","BERGMAN SCHOOL DISTRICT","Boone County","BERGMAN","AR",1176,"bergman school district"
"1011","1810230","IN-8625","Smith-Green Community Schools","Whitley County","Churubusco","IN",1175,"smith-green community schools"
"1012","1722110","IL-35-050-1200-17","La Salle-Peru Twp HSD 120","LaSalle County","La Salle","IL",1174,"la salle-peru twp hsd 120"
"1013","2702760","MN-010001","AITKIN PUBLIC SCHOOL DISTRICT","Aitkin County","AITKIN","MN",1172,"aitkin public school district"
"1014","2007970","KS-D0321","Kaw Valley","Pottawatomie County","St. Marys","KS",1170,"kaw valley"
"1015","4205730","PA-101631903","Chartiers-Houston SD","Washington County","Houston","PA",1169,"chartiers-houston sd"
"1016","0506360","AR-4603000","FOUKE SCHOOL DISTRICT","Miller County","FOUKE","AR",1169,"fouke school district"
"1017","0504110","AR-4602000","GENOA CENTRAL SCHOOL DISTRICT","Miller County","TEXARKANA","AR",1168,"genoa central school district"
"1018","0805760","CO-2740","Monte Vista School District No. C-8","Rio Grande County","MONTE VISTA","CO",1168,"monte vista school district no. c-8"
"1019","3629040","NY-660302030000","TUCKAHOE UNION FREE SCHOOL DISTRICT","Westchester County","EASTCHESTER","NY",1168,"tuckahoe union free school district"
"1020","0409390","AZ-4261","Wilson Elementary District (4261)","Maricopa County","PHOENIX","AZ",1165,"wilson elementary district (4261)"
"1021","0100450","AL-116","Brewton City","Escambia County","Brewton","AL",1163,"brewton city"
"1022","2707500","MN-010252","CANNON FALLS PUBLIC SCHOOL DISTRICT","Goodhue County","CANNON FALLS","MN",1162,"cannon falls public school district"
"1023","1810530","IN-6865","South Ripley Com Sch Corp","Ripley County","Versailles","IN",1161,"south ripley com sch corp"
"1024","0903480","CT-1160011","Putnam School District","Windham County","Putnam","CT",1160,"putnam school district"
"1025","0103300","AL-198","Thomasville City","Clarke County","Thomasville","AL",1160,"thomasville city"
"1026","2708070","MN-010115","CASS LAKE-BENA PUBLIC SCHOOLS","Cass County","CASS LAKE","MN",1158,"cass lake-bena public schools"
"1027","2000004","KS-D0323","Rock Creek","Pottawatomie County","St. George","KS",1155,"rock creek"
"1028","3175630","NE-770046000","SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS","Sarpy County","SPRINGFIELD","NE",1152,"springfield platteview community schools"
"1029","2313860","ME-518","Winslow Schools","Kennebec County","Winslow","ME",1152,"winslow schools"
"1030","0803810","CO-1570","Estes Park School District R-3","Larimer County","ESTES PARK","CO",1151,"estes park school district r-3"
"1031","3904803","OH-048033","Northridge Local","Licking County","Johnstown","OH",1150,"northridge local"
"1032","0500045","AR-4706000","RIVERCREST SCHOOL DISTRICT #57","Mississippi County","WILSON","AR",1149,"rivercrest school district #57"
"1033","1807920","IN-5945","North Newton School Corp","Newton County","Morocco","IN",1148,"north newton school corp"
"1034","0510950","AR-4713000","OSCEOLA SCHOOL DISTRICT","Mississippi County","OSCEOLA","AR",1147,"osceola school district"
"1035","0512510","AR-7008000","SMACKOVER SCHOOL DISTRICT","Union County","SMACKOVER","AR",1143,"smackover school district"
"1036","1603360","ID-232","WENDELL DISTRICT","Gooding County","WENDELL","ID",1143,"wendell district"
"1037","0101080","AL-126","Daleville City","Dale County","Daleville","AL",1142,"daleville city"
"1038","0803750","CO-1050","Ellicott School District No. 22 in the county of El Paso a","El Paso County","ELLICOTT","CO",1142,"ellicott school district no. 22 in the county of el paso a"
"1039","0505470","AR-2202000","DREW CENTRAL SCHOOL DISTRICT","Drew County","MONTICELLO","AR",1141,"drew central school district"
"1040","1202015","FL-75","UF LAB SCH","Alachua County","GAINESVILLE","FL",1140,"uf lab sch"
"1041","2700182","MN-012897","REDWOOD AREA SCHOOL DISTRICT","Redwood County","REDWOOD FALLS","MN",1138,"redwood area school district"
"1042","3630930","NY-212001040000","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","Herkimer County","WEST WINFIELD","NY",1132,"mount markham central school district"
"1043","3622530","NY-131201040000","PAWLING CENTRAL SCHOOL DISTRICT","Dutchess County","PAWLING","NY",1132,"pawling central school district"
"1044","0902340","CT-0780011","Mansfield School District","Tolland County","Storrs","CT",1131,"mansfield school district"
"1045","0507350","AR-5602000","HARRISBURG SCHOOL DISTRICT","Poinsett County","HARRISBURG","AR",1129,"harrisburg school district"
"1046","2918220","MO-089080","LAWSON R-XIV","Ray County","LAWSON","MO",1126,"lawson r-xiv"
"1047","1807380","IN-8305","Nettle Creek School Corporation","Wayne County","Hagerstown","IN",1122,"nettle creek school corporation"
"1048","5000444","VT-U088","Enosburgh-Richford Unified Union School District #88","Franklin County","Richford","VT",1118,"enosburgh-richford unified union school district #88"
"1049","1810500","IN-6705","South Putnam Community Schools","Putnam County","Greencastle","IN",1118,"south putnam community schools"
"1050","0802430","CO-0050","Bennett School District No. 29J","Adams County","BENNETT","CO",1117,"bennett school district no. 29j"
"1051","3301860","NH-051","Berlin School District","Coos County","Berlin","NH",1116,"berlin school district"
"1052","0102760","AL-185","Piedmont City","Calhoun County","Piedmont","AL",1116,"piedmont city"
"1053","1806240","IN-2825","Madison-Grant United School Corp","Grant County","Fairmount","IN",1115,"madison-grant united school corp"
"1054","2916230","MO-050007","JEFFERSON CO. R-VII","Jefferson County","FESTUS","MO",1111,"jefferson co. r-vii"
"1055","0500046","AR-4712000","MANILA SCHOOL DISTRICT","Mississippi County","MANILA","AR",1111,"manila school district"
"1056","2000350","KS-D0113","Prairie Hills","Nemaha County","Sabetha","KS",1110,"prairie hills"
"1057","0905373","CT-9030022","The Woodstock Academy District","Windham County","Woodstock","CT",1107,"the woodstock academy district"
"1058","0508940","AR-7205000","LINCOLN SCHOOL DISTRICT","Washington County","LINCOLN","AR",1105,"lincoln school district"
"1059","0400023","AZ-4390","Pinon Unified District (4390)","Navajo County","PINON","AZ",1105,"pinon unified district (4390)"
"1060","2010410","KS-D0434","Santa Fe Trail","Osage County","Scranton","KS",1103,"santa fe trail"
"1061","3302670","NH-142","Dresden School District","Grafton County","Hanover","NH",1102,"dresden school district"
"1062","0805190","CO-1510","Lake County School District No. R-1","Lake County","LEADVILLE","CO",1102,"lake county school district no. r-1"
"1063","4110680","OR-00000000002044","Rogue River SD 35","Jackson County","Rogue River","OR",1102,"rogue river sd 35"
"1064","1802220","IN-6750","Cloverdale Community Schools","Putnam County","Cloverdale","IN",1101,"cloverdale community schools"
"1065","5000411","VT-U070","Quarry Valley Unified Union School District #70","Rutland County","Rutland","VT",1100,"quarry valley unified union school district #70"
"1066","2717250","MN-010300","LA CRESCENT-HOKAH SCHOOL DISTRICT","Houston County","LA CRESCENT","MN",1099,"la crescent-hokah school district"
"1067","3600021","NY-581012020000","MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT","Suffolk County","CUTCHOGUE","NY",1099,"mattituck-cutchogue union free school district"
"1068","5513290","WI-5054","Central/Westosha UHS School District","Kenosha County","Salem","WI",1098,"central/westosha uhs school district"
"1069","0900005","CT-2190012","Regional School District 19","Tolland County","Storrs","CT",1098,"regional school district 19"
"1070","3413860","NJ-314400","Ringwood School District","Passaic County","Ringwood","NJ",1097,"ringwood school district"
"1071","3305280","NH-399","Newmarket School District","Rockingham County","Newmarket","NH",1095,"newmarket school district"
"1072","2711010","MN-010533","DOVER-EYOTA PUBLIC SCHOOL DISTRICT","Olmsted County","EYOTA","MN",1093,"dover-eyota public school district"
"1073","5605690","WY-1701000","Sheridan County School District #1","Sheridan County","Ranchester","WY",1093,"sheridan county school district #1"
"1074","0804950","CO-3130","Weld County School District No. Re-7","Weld County","KERSEY","CO",1093,"weld county school district no. re-7"
"1075","2004620","KS-D0473","Chapman","Dickinson County","Chapman","KS",1090,"chapman"
"1076","1807080","IN-6820","Monroe Central School Corp","Randolph County","Parker City","IN",1090,"monroe central school corp"
"1077","2700383","MN-012769","MORRIS AREA PUBLIC SCHOOLS","Stevens County","MORRIS","MN",1090,"morris area public schools"
"1078","5508220","WI-3171","Lomira School District","Dodge County","Lomira","WI",1088,"lomira school district"
"1079","5000408","VT-U068","Paine Mountain School District","Orange County","Williamstown","VT",1088,"paine mountain school district"
"1080","0509540","AR-2305000","MAYFLOWER SCHOOL DISTRICT","Faulkner County","MAYFLOWER","AR",1085,"mayflower school district"
"1081","1801290","IN-0750","Carroll Consolidated School Corp","Carroll County","Flora","IN",1081,"carroll consolidated school corp"
"1082","0806750","CO-0060","Strasburg School District 31J","Adams County","STRASBURG","CO",1080,"strasburg school district 31j"
"1083","5505490","WI-2177","Nicolet UHS School District","Milwaukee County","Glendale","WI",1079,"nicolet uhs school district"
"1084","0802640","CO-0490","Buena Vista School District No. R-31","Chaffee County","BUENA VISTA","CO",1077,"buena vista school district no. r-31"
"1085","0511130","AR-4203000","PARIS SCHOOL DISTRICT","Logan County","PARIS","AR",1072,"paris school district"
"1086","5512120","WI-4536","Poynette School District","Columbia County","Poynette","WI",1072,"poynette school district"
"1087","3303510","NH-225","Hampton School District","Rockingham County","Hampton","NH",1070,"hampton school district"
"1088","0901350","CT-0470011","East Windsor School District","Hartford County","East Windsor","CT",1067,"east windsor school district"
"1089","0805100","CO-0550","North Conejos School District No. Re1J","Conejos County","LA JARA","CO",1067,"north conejos school district no. re1j"
"1090","5504890","WI-1945","Northern Ozaukee School District","Ozaukee County","Fredonia","WI",1065,"northern ozaukee school district"
"1091","5515600","WI-6083","Waterford UHS School District","Racine County","Waterford","WI",1064,"waterford uhs school district"
"1092","0409250","AZ-4170","Willcox Unified District (4170)","Cochise County","WILLCOX","AZ",1064,"willcox unified district (4170)"
"1093","0506630","AR-3002000","GLEN ROSE SCHOOL DISTRICT","Hot Spring County","MALVERN","AR",1063,"glen rose school district"
"1094","1810620","IN-2455","Southeast Fountain School Corp","Fountain County","Veedersburg","IN",1063,"southeast fountain school corp"
"1095","1810900","IN-6260","Southwest Parke Com Sch Corp","Parke County","Montezuma","IN",1057,"southwest parke com sch corp"
"1096","2700130","MN-012860","BLUE EARTH AREA PUBLIC SCHOOL","Faribault County","BLUE EARTH","MN",1056,"blue earth area public school"
"1097","4813680","TX-225906","CHAPEL HILL ISD","Titus County","MOUNT PLEASANT","TX",1056,"chapel hill isd"
"1098","3623490","NY-580206020000","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","Suffolk County","PORT JEFFERSON","NY",1056,"port jefferson union free school district"
"1099","3621180","NY-661301040000","NORTH SALEM CENTRAL SCHOOL DISTRICT","Westchester County","NORTH SALEM","NY",1053,"north salem central school district"
"1100","3628110","NY-522001040000","STILLWATER CENTRAL SCHOOL DISTRICT","Saratoga County","STILLWATER","NY",1051,"stillwater central school district"
"1101","2700022","MN-012155","WADENA-DEER CREEK SCHOOL DISTRICT","Wadena County","WADENA","MN",1051,"wadena-deer creek school district"
"1102","4213380","PA-104374003","Laurel SD","Lawrence County","New Castle","PA",1049,"laurel sd"
"1103","3607380","NY-440201020000","CHESTER UNION FREE SCHOOL DISTRICT","Orange County","CHESTER","NY",1045,"chester union free school district"
"1104","0514010","AR-7208000","WEST FORK SCHOOL DISTRICT","Washington County","WEST FORK","AR",1044,"west fork school district"
"1105","4215120","PA-104435003","Mercer Area SD","Mercer County","Mercer","PA",1041,"mercer area sd"
"1106","0408550","AZ-4450","Toltec School District (4450)","Pinal County","ELOY","AZ",1038,"toltec school district (4450)"
"1107","0506690","AR-5502000","CENTERPOINT SCHOOL DISTRICT","Pike County","AMITY","AR",1037,"centerpoint school district"
"1108","0103000","AL-192","Sheffield City","Colbert County","Sheffield","AL",1037,"sheffield city"
"1109","3904956","OH-049569","Lakota Local","Sandusky County","Kansas","OH",1036,"lakota local"
