"","ncesID","nces_original_name","county_name","city","state","students","id"
"348","2801740","HANCOCK CO SCHOOL DIST","Hancock County","Kiln","MS",4437,NA
"349","2507980","Milton","Norfolk County","Milton","MA",4431,NA
"350","2626190","Oak Park School District of the City of","Oakland County","OAK PARK","MI",4429,NA
"351","1807140","Mooresville Con School Corp","Morgan County","Mooresville","IN",4412,NA
"352","2507860","Milford","Worcester County","Milford","MA",4407,NA
"353","5104050","WINCHESTER CITY PBLC SCHS","Winchester city","Winchester","VA",4387,NA
"354","4503908","Marion 10","Marion County","Marion","SC",4364,NA
"355","0902640","Naugatuck School District","New Haven County","Naugatuck","CT",4359,NA
"356","5101170","DINWIDDIE CO PBLC SCHS","Dinwiddie County","Dinwiddie","VA",4347,NA
"357","5103030","POWHATAN CO PBLC SCHS","Powhatan County","Powhatan","VA",4346,NA
"358","1806510","MSD MARTINSVILLE SCHOOLS","Morgan County","Martinsville","IN",4340,NA
"359","1807260","Mt Vernon Community School Corp","Hancock County","Fortville","IN",4338,NA
"360","2925230","PLATTE CO. R-III","Platte County","PLATTE CITY","MO",4338,NA
"361","1725290","McHenry CCSD 15","McHenry County","McHenry","IL",4334,NA
"362","1810440","South Madison Com Sch Corp","Madison County","Pendleton","IN",4333,NA
"363","0500419","JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT","Pulaski County","JACKSONVILLE","AR",4314,NA
"364","1806030","Logansport Community Sch Corp","Cass County","Logansport","IN",4304,NA
"365","5101980","HOPEWELL CITY PBLC SCHS","Hopewell city","Hopewell","VA",4283,NA
"366","1811730","Union School Corporation","Randolph County","Modoc","IN",4279,NA
"367","5103520","SMYTH CO PBLC SCHS","Smyth County","Marion","VA",4268,NA
"368","2506090","Hingham","Plymouth County","Hingham","MA",4262,NA
"369","3305940","Rochester School District","Strafford County","Rochester","NH",4257,NA
"370","2913140","GRANDVIEW C-4","Jackson County","GRANDVIEW","MO",4256,NA
"371","5100660","CAROLINE CO PBLC SCHS","Caroline County","Bowling Green","VA",4253,NA
"372","0901770","Groton School District","New London County","Groton","CT",4252,NA
"373","1001080","Milford School District","Sussex County","Milford","DE",4244,NA
"374","2917820","LADUE","St. Louis County","ST LOUIS","MO",4228,NA
"375","3905001","Green Local","Summit County","Green","OH",4209,NA
"376","5102910","PETERSBURG CITY PBLC SCHS","Petersburg city","Petersburg","VA",4209,NA
"377","0902700","New Canaan School District","Fairfield County","New Canaan","CT",4208,NA
"378","2507560","Medford","Middlesex County","Medford","MA",4203,NA
"379","4108820","North Bend SD 13","Coos County","North Bend","OR",4200,NA
"380","5102460","MECKLENBURG CO PBLC SCHS","Mecklenburg County","Boydton","VA",4199,NA
"381","0900750","Cheshire School District","New Haven County","Cheshire","CT",4188,NA
"382","3405310","Fort Lee School District","Bergen County","Fort Lee","NJ",4185,NA
"383","1601590","JEROME JOINT DISTRICT","Jerome County","JEROME","ID",4184,NA
"384","1810140","Shelbyville Central Schools","Shelby County","Shelbyville","IN",4178,NA
"385","1805190","Jennings County School Corporation","Jennings County","North Vernon","IN",4173,NA
"386","0902910","Newtown School District","Fairfield County","Newtown","CT",4162,NA
"387","4104500","Eagle Point SD 9","Jackson County","Eagle Point","OR",4157,NA
"388","2508730","North Attleborough","Bristol County","North Attleborough","MA",4155,NA
"389","2509990","Reading","Middlesex County","Reading","MA",4151,NA
"390","0901560","Farmington School District","Hartford County","Farmington","CT",4149,NA
"391","1800840","Clay Community Schools","Clay County","Brazil","IN",4141,NA
"392","3100022","NORTH PLATTE PUBLIC SCHOOLS","Lincoln County","NORTH PLATTE","NE",4117,NA
"393","5100210","AMHERST CO PBLC SCHS","Amherst County","Amherst","VA",4115,NA
"394","5103150","PULASKI CO PBLC SCHS","Pulaski County","Pulaski","VA",4096,NA
"395","2512510","West Springfield","Hampden County","West Springfield","MA",4090,NA
"396","4101710","Baker SD 5J","Baker County","Baker City","OR",4089,NA
"397","1804590","School City of Hobart","Lake County","Hobart","IN",4088,NA
"398","3400004","School District of the Chathams","Morris County","Chatham","NJ",4075,NA
"399","0513110","TEXARKANA SCHOOL DISTRICT","Miller County","TEXARKANA","AR",4070,NA
"400","0904110","Simsbury School District","Hartford County","Simsbury","CT",4064,NA
"401","0512210","SEARCY SCHOOL DISTRICT","White County","SEARCY","AR",4017,NA
"402","2628740","Pontiac City School District","Oakland County","PONTIAC","MI",4011,NA
"403","4501920","Dillon 04","Dillon County","Dillon","SC",4006,NA
"404","4503750","Union 01","Union County","Union","SC",4004,NA
"405","3415900","Summit Public School District","Union County","Summit","NJ",4001,NA
"406","3628950","TROY CITY SCHOOL DISTRICT","Rensselaer County","TROY","NY",3998,NA
"407","0902880","Newington School District","Hartford County","Newington","CT",3993,NA
"408","4400750","North Kingstown","Washington County","North Kingstown","RI",3992,NA
"409","3408100","Lacey Township School District","Ocean County","Lanoka Harbor","NJ",3985,NA
"410","5104110","WYTHE CO PBLC SCHS","Wythe County","Wytheville","VA",3982,NA
"411","2507620","Melrose","Middlesex County","Melrose","MA",3977,NA
"412","0804830","Weld County School District No. Re-5J","Weld County","MILLIKEN","CO",3969,NA
"413","3302640","Dover School District","Strafford County","Dover","NH",3966,NA
"414","2507350","Marshfield","Plymouth County","Marshfield","MA",3960,NA
"415","0602450","Amador County Unified","Amador County","Jackson","CA",3958,NA
"416","2512600","Westborough","Worcester County","Westborough","MA",3942,NA
"417","5507290","Kaukauna Area School District","Outagamie County","Kaukauna","WI",3936,NA
"418","0902850","New Milford School District","Litchfield County","New Milford","CT",3930,NA
"419","4217520","Northeastern York SD","York County","Manchester","PA",3892,NA
"420","3408400","Lawrence Township Public School District","Mercer County","Lawrenceville","NJ",3880,NA
"421","1806390","Marion Community Schools","Grant County","Marion","IN",3878,NA
"422","2506330","Hopkinton","Middlesex County","Hopkinton","MA",3862,NA
"423","3602970","AMSTERDAM CITY SCHOOL DISTRICT","Montgomery County","AMSTERDAM","NY",3853,NA
"424","1802880","School City of East Chicago","Lake County","East Chicago","IN",3846,NA
"425","0513080","GREENE CO. TECH SCHOOL DIST.","Greene County","PARAGOULD","AR",3844,NA
"426","0905130","Wilton School District","Fairfield County","Wilton","CT",3843,NA
"427","1719500","Homer CCSD 33C","Will County","Homer Glen","IL",3832,NA
"428","5401470","UPSHUR COUNTY SCHOOLS","Upshur County","BUCKHANNON","WV",3825,NA
"429","1810710","Southern Hancock Co Com Sch Corp","Hancock County","New Palestine","IN",3801,NA
"430","0904590","Torrington School District","Litchfield County","Torrington","CT",3788,NA
"431","1729760","O Fallon CCSD 90","St. Clair County","O Fallon","IL",3767,NA
"432","5101510","FREDERICKSBURG CITY PBLC SCHS","Fredericksburg city","Fredericksburg","VA",3755,NA
"433","1719290","Hinsdale CCSD 181","DuPage County","Clarendon Hills","IL",3749,NA
"434","2920610","MCDONALD CO. R-I","McDonald County","ANDERSON","MO",3735,NA
"435","1000790","Lake Forest School District","Kent County","Felton","DE",3721,NA
"436","5103420","RUSSELL CO PBLC SCHS","Russell County","Lebanon","VA",3715,NA
"437","5100690","CARROLL CO PBLC SCHS","Carroll County","Hillsville","VA",3713,NA
"438","2612600","East Lansing School District","Ingham County","EAST LANSING","MI",3707,NA
"439","0610770","Del Norte County Unified","Del Norte County","Crescent City","CA",3706,NA
"440","1811190","Sunman-Dearborn Com Sch Corp","Dearborn County","St Leon","IN",3689,NA
"441","2302820","Bangor Public Schools","Penobscot County","Bangor","ME",3685,NA
"442","2511970","Walpole","Norfolk County","Walpole","MA",3679,NA
"443","2504320","Dracut","Middlesex County","Dracut","MA",3677,NA
"444","2501800","Agawam","Hampden County","Feeding Hills","MA",3670,NA
"445","3401500","Bergenfield Borough School District","Bergen County","Bergenfield","NJ",3655,NA
"446","1802280","Whitley County Con Schools","Whitley County","Columbia City","IN",3654,NA
"447","2507230","Mansfield","Bristol County","Mansfield","MA",3651,NA
"448","0903537","Regional School District 15","New Haven County","Middlebury","CT",3646,NA
"449","5102390","MANASSAS PARK CITY PBLC SCHS","Manassas Park city","Manassas Park","VA",3640,NA
"450","4401140","West Warwick","Kent County","West Warwick","RI",3629,NA
"451","2624840","Muskegon Public Schools of the City of","Muskegon County","MUSKEGON","MI",3625,NA
"452","3018540","Missoula H S","Missoula County","Missoula","MT",3620,NA
"453","2510380","Salem","Essex County","Salem","MA",3620,NA
"454","2510620","Sharon","Norfolk County","Sharon","MA",3607,NA
"455","4400780","North Providence","Providence County","North Providence","RI",3585,NA
"456","0641400","Wasco Union Elementary","Kern County","Wasco","CA",3582,NA
"457","2504020","Dartmouth","Bristol County","Dartmouth","MA",3580,NA
"458","2916450","KEARNEY R-I","Clay County","KEARNEY","MO",3580,NA
"459","2504620","Easton","Bristol County","North Easton","MA",3579,NA
"460","0905070","Wethersfield School District","Hartford County","Wethersfield","CT",3575,NA
"461","2702970","ALBERT LEA PUBLIC SCHOOL DISTRICT","Freeborn County","ALBERT LEA","MN",3572,NA
"462","1802970","East Noble School Corporation","Noble County","Kendallville","IN",3564,NA
"463","0616080","Greenfield Union Elementary","Monterey County","Greenfield","CA",3550,NA
"464","5101380","FLUVANNA CO PBLC SCHS","Fluvanna County","Palmyra","VA",3549,NA
"465","2302610","Auburn Public Schools","Androscoggin County","Auburn","ME",3532,NA
"466","1710470","CCSD 93","DuPage County","Bloomingdale","IL",3515,NA
"467","5103480","SCOTT CO PBLC SCHS","Scott County","Gate City","VA",3512,NA
"468","2503240","Burlington","Middlesex County","Burlington","MA",3509,NA
"469","2511250","Stoughton","Norfolk County","Stoughton","MA",3492,NA
"470","2509060","Norwood","Norfolk County","Norwood","MA",3490,NA
"471","1809060","Plymouth Community School Corp","Marshall County","Plymouth","IN",3489,NA
"472","0903120","Norwich School District","New London County","Norwich","CT",3488,NA
"473","2511910","Wakefield","Middlesex County","Wakefield","MA",3485,NA
"474","0804050","School District No. Re-3 Fort Morgan","Morgan County","FORT MORGAN","CO",3473,NA
"475","2931020","WARRENSBURG R-VI","Johnson County","WARRENSBURG","MO",3473,NA
"476","1001530","Seaford School District","Sussex County","Seaford","DE",3465,NA
"477","4220580","South Fayette Township SD","Allegheny County","McDonald","PA",3461,NA
"478","1803510","Fayette County School Corporation","Fayette County","Connersville","IN",3449,NA
"479","2928260","SIKESTON R-6","Scott County","SIKESTON","MO",3438,NA
"480","2733270","South St. Paul Public School Dist","Dakota County","SOUTH SAINT PAUL","MN",3425,NA
"481","2914430","HILLSBORO R-III","Jefferson County","HILLSBORO","MO",3423,NA
"482","2503990","Danvers","Essex County","Danvers","MA",3417,NA
"483","5509090","Menomonie Area School District","Dunn County","Menomonie","WI",3406,NA
"484","4214790","Mars Area SD","Butler County","Mars","PA",3402,NA
"485","4400030","Barrington","Bristol County","Barrington","RI",3397,NA
"486","0902820","New London School District","New London County","New London","CT",3391,NA
"487","3175900","RALSTON PUBLIC SCHOOLS","Douglas County","RALSTON","NE",3378,NA
"488","3412060","Township of Ocean School District","Monmouth County","Oakhurst","NJ",3365,NA
"489","5102610","NEW KENT CO PBLC SCHS","New Kent County","New Kent","VA",3354,NA
"490","5102850","PAGE CO PBLC SCHS","Page County","Luray","VA",3352,NA
"491","2511580","Tewksbury","Middlesex County","Tewksbury","MA",3348,NA
"492","0611910","Eastside Union Elementary","Los Angeles County","Lancaster","CA",3329,NA
"493","0905190","Windham School District","Windham County","Willimantic","CT",3321,NA
"494","4102840","Central SD 13J","Polk County","Independence","OR",3320,NA
"495","1740350","SD 45 DuPage County","DuPage County","Villa Park","IL",3306,NA
"496","0905220","Windsor School District","Hartford County","Windsor","CT",3303,NA
"497","2503300","Canton","Norfolk County","Canton","MA",3297,NA
"498","1722830","CHSD 128","Lake County","Vernon Hills","IL",3287,NA
"499","2930570","UNION R-XI","Franklin County","UNION","MO",3273,NA
"500","3904849","Highland Local","Medina County","Medina","OH",3268,NA
"501","4400540","Johnston","Providence County","Johnston","RI",3258,NA
"502","1811460","Tri-Creek School Corporation","Lake County","Lowell","IN",3258,NA
"503","3403270","Cliffside Park School District","Bergen County","Cliffside Park","NJ",3255,NA
"504","0500017","PARAGOULD SCHOOL DISTRICT","Greene County","PARAGOULD","AR",3255,NA
"505","2504860","Falmouth","Barnstable County","East Falmouth","MA",3251,NA
"506","0901800","Guilford School District","New Haven County","Guilford","CT",3236,NA
"507","2310500","Sanford Public Schools","York County","Sanford","ME",3231,NA
"508","1804560","School Town of Highland","Lake County","Highland","IN",3224,NA
"509","4400570","Lincoln","Providence County","Lincoln","RI",3211,NA
"510","2505370","Grafton","Worcester County","Grafton","MA",3205,NA
"511","1803960","Greater Jasper Consolidated Schs","Dubois County","Jasper","IN",3203,NA
"512","5102190","LEE CO PBLC SCHS","Lee County","Jonesville","VA",3192,NA
"513","1803660","Community Schools of Frankfort","Clinton County","Frankfort","IN",3186,NA
"514","2102040","Fort Thomas Independent","Campbell County","Fort Thomas","KY",3177,NA
"515","2513050","Wilmington","Middlesex County","Wilmington","MA",3166,NA
"516","0900120","Avon School District","Hartford County","Avon","CT",3162,NA
"517","0903030","North Haven School District","New Haven County","North Haven","CT",3160,NA
"518","1812880","Frankton-Lapel Community Schools","Madison County","Anderson","IN",3156,NA
"519","3417520","West Milford Township Public School District","Passaic County","West Milford","NJ",3153,NA
"520","3307360","Pinkerton Academy School District","Rockingham County","Derry","NH",3140,NA
"521","0900270","Bethel School District","Fairfield County","Bethel","CT",3139,NA
"522","0904680","Vernon School District","Tolland County","Vernon","CT",3134,NA
"523","4109480","Parkrose SD 3","Multnomah County","Portland","OR",3124,NA
"524","0902550","Monroe School District","Fairfield County","Monroe","CT",3123,NA
"525","0632610","Rim of the World Unified","San Bernardino County","Lake Arrowhead","CA",3116,NA
"526","0407240","Safford Unified District (4218)","Graham County","SAFFORD","AZ",3111,NA
"527","2931050","WARREN CO. R-III","Warren County","WARRENTON","MO",3110,NA
"528","4019440","MCALESTER","Pittsburg County","McAlester","OK",3100,NA
"529","4109510","Pendleton SD 16","Umatilla County","Pendleton","OR",3100,NA
"530","3904625","Northeastern Local","Clark County","Springfield","OH",3097,NA
"531","2912030","FESTUS R-VI","Jefferson County","FESTUS","MO",3093,NA
"532","1812240","Wa-Nee Community Schools","Elkhart County","Nappanee","IN",3085,NA
"533","2923460","MERAMEC VALLEY R-III","Franklin County","PACIFIC","MO",3079,NA
"534","2920430","MARSHFIELD R-I","Webster County","MARSHFIELD","MO",3072,NA
"535","2623460","Melvindale-North Allen Park Schools","Wayne County","MELVINDALE","MI",3061,NA
"536","0500026","PINE BLUFF SCHOOL DISTRICT","Jefferson County","PINE BLUFF","AR",3059,NA
"537","1807440","New Castle Community School Corp","Henry County","New Castle","IN",3046,NA
"538","2618030","Hazel Park School District of the City of","Oakland County","HAZEL PARK","MI",3041,NA
"539","2932100","WINDSOR C-1","Jefferson County","IMPERIAL","MO",3040,NA
"540","2710230","DETROIT LAKES PUBLIC SCHOOL DIST.","Becker County","DETROIT LAKES","MN",3032,NA
"541","0634290","San Carlos Elementary","San Mateo County","San Carlos","CA",3021,NA
"542","3904788","Madison Local","Lake County","Madison","OH",3000,NA
"543","2512810","Westwood","Norfolk County","Westwood","MA",3000,NA
"544","2310530","Scarborough Public Schools","Cumberland County","Scarborough","ME",2997,NA
"545","2507770","Middleborough","Plymouth County","Middleborough","MA",2989,NA
"546","2510560","Scituate","Plymouth County","Scituate","MA",2977,NA
"547","5101710","GREENE CO PBLC SCHS","Greene County","Stanardsville","VA",2976,NA
"548","2504410","Duxbury","Plymouth County","Duxbury","MA",2972,NA
"549","3904945","Madison Local","Richland County","Mansfield","OH",2964,NA
"550","2507260","Marblehead","Essex County","Marblehead","MA",2963,NA
"551","2312330","South Portland Public Schools","Cumberland County","South Portland","ME",2963,NA
"552","5103930","WAYNESBORO CITY PBLC SCHS","Waynesboro city","Waynesboro","VA",2961,NA
"553","2711880","FERGUS FALLS PUBLIC SCHOOL DISTRICT","Otter Tail County","FERGUS FALLS","MN",2957,NA
"554","3627240","SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT","Saratoga County","SOUTH GLENS FALLS","NY",2948,NA
"555","3013050","Great Falls H S","Cascade County","Great Falls","MT",2943,NA
"556","1800450","Beech Grove City Schools","Marion County","Beech Grove","IN",2939,NA
"557","3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT","Westchester County","KATONAH","NY",2936,NA
"558","4104700","Estacada SD 108","Clackamas County","Estacada","OR",2929,NA
"559","0641880","Weaver Union","Merced County","Merced","CA",2926,NA
"560","2506240","Holliston","Middlesex County","Holliston","MA",2910,NA
"561","2905430","NORTH ST. FRANCOIS CO. R-I","St. Francois County","BONNE TERRE","MO",2901,NA
"562","5100960","COLONIAL HEIGHTS CITY PBLC SCHS","Colonial Heights city","Colonial Heights","VA",2899,NA
"563","3414280","Roselle Public Schools","Union County","ROSELLE","NJ",2897,NA
"564","4106740","Jefferson County SD 509J","Jefferson County","Madras","OR",2895,NA
"565","4401020","South Kingstown","Washington County","Wakefield","RI",2882,NA
"566","1805550","Wawasee Community School Corp","Kosciusko County","Syracuse","IN",2881,NA
"567","0101110","Dallas County","Dallas County","Selma","AL",2880,NA
"568","4400120","Central Falls","Providence County","Central Falls","RI",2878,NA
"569","0901290","East Haven School District","New Haven County","East Haven","CT",2871,NA
"570","2505280","Gloucester","Essex County","Gloucester","MA",2851,NA
"571","0621450","Richland Union Elementary","Kern County","Shafter","CA",2851,NA
"572","2502100","Ashland","Middlesex County","Ashland","MA",2849,NA
"573","2506990","Longmeadow","Hampden County","Longmeadow","MA",2847,NA
"574","3015420","Flathead H S","Flathead County","Kalispell","MT",2844,NA
"575","4101560","Ashland SD 5","Jackson County","Ashland","OR",2842,NA
"576","2310380","Saco Public Schools","York County","Saco","ME",2827,NA
"577","5103370","ROCKBRIDGE CO PBLC SCHS","Rockbridge County","Lexington","VA",2819,NA
"578","4111580","South Lane SD 45J3","Lane County","Cottage Grove","OR",2808,NA
"579","5103600","SOUTHAMPTON CO PBLC SCHS","Southampton County","Courtland","VA",2803,NA
"580","2306060","Gorham Public Schools","Cumberland County","Gorham","ME",2800,NA
"581","1719560","Homewood Flossmoor CHSD 233","Cook County","Flossmoor","IL",2796,NA
"582","2620820","Lakeshore School District (Berrien)","Berrien County","STEVENSVILLE","MI",2796,NA
"583","0900420","Branford School District","New Haven County","Branford","CT",2791,NA
"584","4205860","Chester-Upland SD","Delaware County","Chester","PA",2789,NA
"585","2910500","DESOTO 73","Jefferson County","DESOTO","MO",2770,NA
"586","3300017","Exeter Region Coop School District","Rockingham County","Exeter","NH",2767,NA
"587","1717550","Grayslake CHSD 127","Lake County","Grayslake","IL",2764,NA
"588","2509930","Randolph","Norfolk County","Randolph","MA",2742,NA
"589","5103690","STAUNTON CITY PBLC SCHS","Staunton city","Staunton","VA",2737,NA
"590","2504050","Dedham","Norfolk County","Dedham","MA",2736,NA
"591","0900210","Berlin School District","Hartford County","Berlin","CT",2735,NA
"592","2509420","Pembroke","Plymouth County","Pembroke","MA",2723,NA
"593","2512210","Wayland","Middlesex County","Wayland","MA",2707,NA
"594","0904890","Watertown School District","Litchfield County","Watertown","CT",2705,NA
"595","2508850","Northampton","Hampshire County","Northampton","MA",2698,NA
"596","0903840","Rocky Hill School District","Hartford County","Rocky Hill","CT",2698,NA
"597","0804920","Weld County School District RE-3J","Weld County","HUDSON","CO",2697,NA
"598","3013830","Helena H S","Lewis and Clark County","Helena","MT",2693,NA
"599","1810020","Scott County School District 2","Scott County","Scottsburg","IN",2691,NA
"600","3628650","UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS","Westchester County","SLEEPY HOLLOW","NY",2690,NA
"601","2502400","Bedford","Middlesex County","Bedford","MA",2689,NA
"602","0901320","East Lyme School District","New London County","East Lyme","CT",2687,NA
"603","1807230","Yorktown Community Schools","Delaware County","Yorktown","IN",2685,NA
"604","1709600","Charleston CUSD 1","Coles County","Charleston","IL",2684,NA
"605","2709420","CLOQUET PUBLIC SCHOOL DISTRICT","Carlton County","CLOQUET","MN",2681,NA
"606","5100510","BUCHANAN CO PBLC SCHS","Buchanan County","Grundy","VA",2676,NA
"607","0901440","Ellington School District","Tolland County","Ellington","CT",2676,NA
"608","2928410","SMITHVILLE R-II","Clay County","SMITHVILLE","MO",2675,NA
"609","2511340","Sudbury","Middlesex County","Sudbury","MA",2667,NA
"610","2512180","Watertown","Middlesex County","Watertown","MA",2663,NA
"611","3404660","Elmwood Park School District","Bergen County","Elmwood Park","NJ",2653,NA
"612","0806660","Steamboat Springs School District No. Re 2","Routt County","STEAMBOAT SPRINGS","CO",2653,NA
"613","1703870","CHSD 117","Lake County","Lake Villa","IL",2652,NA
"614","1202012","FAU LAB SCH","Palm Beach County","BOCA RATON","FL",2652,NA
"615","2505790","Hanover","Plymouth County","Hanover","MA",2649,NA
"616","5101290","FALLS CHURCH CITY PBLC SCHS","Falls Church city","Falls Church","VA",2648,NA
"617","4401170","Westerly","Washington County","Westerly","RI",2648,NA
"618","1000810","Laurel School District","Sussex County","Laurel","DE",2645,NA
"619","1804470","Western School Corporation","Howard County","Russiaville","IN",2644,NA
"620","3620370","NEW HARTFORD CENTRAL SCHOOL DISTRICT","Oneida County","NEW HARTFORD","NY",2640,NA
"621","1726340","Minooka CHSD 111","Grundy County","Channahon","IL",2638,NA
"622","2502220","Auburn","Worcester County","Auburn","MA",2636,NA
"623","3409240","Madison Public School District","Morris County","Madison","NJ",2636,NA
"624","0803780","Englewood School District No. 1 in the county of Arapahoe","Arapahoe County","ENGLEWOOD","CO",2634,NA
"625","3305820","Portsmouth School District","Rockingham County","Portsmouth","NH",2634,NA
"626","3400772","Mastery Schools of Camden Inc.","Camden County","Camden","NJ",2631,NA
"627","2931680","WEST PLAINS R-VII","Howell County","WEST PLAINS","MO",2621,NA
"628","5101650","GOOCHLAND CO PBLC SCHS","Goochland County","Goochland","VA",2619,NA
"629","0902280","Madison School District","New Haven County","Madison","CT",2610,NA
"630","0900540","Brookfield School District","Fairfield County","Brookfield","CT",2609,NA
"631","2909720","CLAYTON","St. Louis County","CLAYTON","MO",2609,NA
"632","2510500","Saugus","Essex County","Saugus","MA",2607,NA
"633","1712330","Dixon USD 170","Lee County","Dixon","IL",2603,NA
"634","2507530","Medfield","Norfolk County","Medfield","MA",2601,NA
"635","4400300","East Greenwich","Kent County","East Greenwich","RI",2595,NA
"636","1001850","Woodbridge School District","Sussex County","Bridgeville","DE",2594,NA
"637","2504500","East Longmeadow","Hampden County","East Longmeadow","MA",2588,NA
"638","3405970","Glen Rock Public School District","Bergen County","GLEN ROCK","NJ",2567,NA
"639","2506390","Hudson","Middlesex County","Hudson","MA",2566,NA
"640","1720430","Jersey CUSD 100","Jersey County","Jerseyville","IL",2564,NA
"641","1715700","Frankfort CCSD 157C","Will County","Frankfort","IL",2563,NA
"642","2010680","Piper-Kansas City","Wyandotte County","Kansas City","KS",2560,NA
"643","3401530","Berkeley Heights School District","Union County","Berkeley Heights","NJ",2559,NA
"644","2916740","KIRKSVILLE R-III","Adair County","KIRKSVILLE","MO",2559,NA
"645","5102880","PATRICK CO PBLC SCHS","Patrick County","Stuart","VA",2558,NA
"646","2504950","Foxborough","Norfolk County","Foxborough","MA",2554,NA
"647","1703900","Aptakisic-Tripp CCSD 102","Lake County","Buffalo Grove","IL",2550,NA
"648","0626220","Mountain View Elementary","San Bernardino County","Ontario","CA",2540,NA
"649","2507050","Ludlow","Hampden County","Ludlow","MA",2538,NA
"650","1806870","Mississinewa Community School Corp","Grant County","Gas City","IN",2529,NA
"651","1721870","Lake Villa CCSD 41","Lake County","Lake Villa","IL",2518,NA
"652","5000431","Windham Southeast Unified Union School District #96","Windham County","Brattleboro","VT",2498,NA
"653","2710170","DELANO PUBLIC SCHOOL DISTRICT","Wright County","DELANO","MN",2495,NA
"654","1202013","FSU LAB SCH","Leon County","TALLAHASSEE","FL",2494,NA
"655","1812450","Washington Community Schools","Daviess County","Washington","IN",2478,NA
"656","1729790","O Fallon Twp HSD 203","St. Clair County","O Fallon","IL",2471,NA
"657","1809000","East Porter County School Corp","Porter County","Kouts","IN",2467,NA
"658","2510470","Sandwich","Barnstable County","Sandwich","MA",2466,NA
"659","2303150","Biddeford Public Schools","York County","Biddeford","ME",2464,NA
"660","2617760","Harper Woods The School District of the City of","Wayne County","HARPER WOODS","MI",2464,NA
"661","0902070","Killingly School District","Windham County","Danielson","CT",2463,NA
"662","0628170","Ocean View","Ventura County","Oxnard","CA",2452,NA
"663","0904860","Waterford School District","New London County","Waterford","CT",2445,NA
"664","2313560","Westbrook Public Schools","Cumberland County","Westbrook","ME",2444,NA
"665","1727390","Mt Zion CUSD 3","Macon County","Mt Zion","IL",2439,NA
"666","3411310","New Providence School District","Union County","New Providence","NJ",2439,NA
"667","3411610","North Hunterdon-Voorhees Regional High School District","Hunterdon County","Annandale","NJ",2431,NA
"668","2509000","Norton","Bristol County","Norton","MA",2429,NA
"669","4400870","Portsmouth","Newport County","Portsmouth","RI",2426,NA
"670","3417550","West Morris Regional High School District","Morris County","CHESTER","NJ",2426,NA
"671","2303780","Brunswick Public Schools","Cumberland County","Brunswick","ME",2422,NA
"672","2629760","River Rouge School District of the City of","Wayne County","RIVER ROUGE","MI",2422,NA
"673","0691012","Kern County Office of Education","Kern County","Bakersfield","CA",2416,NA
"674","0902160","Ledyard School District","New London County","Ledyard","CT",2411,NA
"675","1811580","Twin Lakes School Corp","White County","Monticello","IN",2411,NA
"676","4110980","Scappoose SD 1J","Columbia County","Scappoose","OR",2410,NA
"677","4109270","Ontario SD 8C","Malheur County","Ontario","OR",2406,NA
"678","2508820","North Reading","Middlesex County","North Reading","MA",2397,NA
"679","1812870","West Lafayette Com School Corp","Tippecanoe County","West Lafayette","IN",2396,NA
"680","2913760","HARRISONVILLE R-IX","Cass County","HARRISONVILLE","MO",2395,NA
"681","4214190","Lower Moreland Township SD","Montgomery County","Huntingdon Valley","PA",2394,NA
"682","2921840","NEVADA R-V","Vernon County","NEVADA","MO",2390,NA
"683","5101590","GILES CO PBLC SCHS","Giles County","Pearisburg","VA",2389,NA
"684","0506060","CAMDEN FAIRVIEW SCHOOL DIST.","Ouachita County","CAMDEN","AR",2387,NA
"685","4400990","Smithfield","Providence County","Smithfield","RI",2382,NA
"686","2511220","Stoneham","Middlesex County","Stoneham","MA",2372,NA
"687","2927570","SAVANNAH R-III","Andrew County","SAVANNAH","MO",2360,NA
"688","2505500","Groton-Dunstable","Middlesex County","Groton","MA",2353,NA
"689","1731770","Plano CUSD 88","Kendall County","Plano","IL",2353,NA
"690","2505130","Gardner","Worcester County","Gardner","MA",2346,NA
"691","0903300","Plainville School District","Hartford County","Plainville","CT",2345,NA
"692","0802700","Byers School District No. 32J","Arapahoe County","BYERS","CO",2344,NA
"693","2919170","LOGAN-ROGERSVILLE R-VIII","Webster County","ROGERSVILLE","MO",2340,NA
"694","4107200","La Grande SD 1","Union County","La Grande","OR",2334,NA
"695","0904560","Tolland School District","Tolland County","Tolland","CT",2331,NA
"696","3406870","Harrison Public Schools","Hudson County","Harrison","NJ",2318,NA
"697","0900840","Colchester School District","New London County","Colchester","CT",2311,NA
"698","3104100","BLAIR COMMUNITY SCHOOLS","Washington County","BLAIR","NE",2305,NA
"699","1740500","CCSD 89","DuPage County","Glen Ellyn","IL",2304,NA
"700","0802070","Alamosa School District No. Re-11J","Alamosa County","ALAMOSA","CO",2298,NA
"701","3416740","Verona Public School District","Essex County","Verona","NJ",2295,NA
"702","2929100","ST. CLAIR R-XIII","Franklin County","ST CLAIR","MO",2293,NA
"703","3606060","BYRAM HILLS CENTRAL SCHOOL DISTRICT","Westchester County","ARMONK","NY",2292,NA
"704","1813110","Westview School Corporation","LaGrange County","Topeka","IN",2292,NA
