"","state","nces_original_name","ncesID","students"
"1081","IL","Riverview CCSD 2","1734110",226
"1082","IL","Roanoke Benson CUSD 60","1734140",489
"1083","IL","Robein SD 85","1734170",170
"1084","IL","Rochelle Twp HSD 212","1734290",814
"1085","IL","Rock Falls Twp HSD 301","1734380",641
"1086","IL","Rock Island ROE","1700204",8
"1087","IL","Rockdale SD 84","1734470",247
"1088","IL","Rockridge CUSD 300","1734440",1066
"1089","IL","Rome CCSD 2","1734590",408
"1090","IL","Rondout SD 72","1734620",137
"1091","IL","Rooks Creek CCSD 425","1734650",53
"1092","IL","Roselle SD 12","1734710",694
"1093","IL","Rosemont ESD 78","1734770",217
"1094","IL","Rossville-Alvin CUSD 7","1734870",279
"1095","IL","Rutland CCSD 230","1735100",69
"1096","IL","S Will Co Coop for Spec Ed","1701439",294
"1097","IL","Saint Clair ROE","1700208",38
"1098","IL","Salem CHSD 600","1735190",647
"1099","IL","Salt Creek SD 48","1735220",504
"1100","IL","Salt Fork CUSD 512","1701418",901
"1101","IL","Sandoval CUSD 501","1735310",477
"1102","IL","Sandridge SD 172","1735340",325
"1103","IL","Sangamon Area Spec Ed Dist","1700116",83
"1104","IL","Sangamon Valley CUSD 9","1700324",673
"1105","IL","Saratoga CCSD 60C","1735400",797
"1106","IL","Saunemin CCSD 438","1700065",112
"1107","IL","Scales Mound CUSD 211","1735610",267
"1108","IL","School Assn For Special Educ","1701425",358
"1109","IL","Schuyler-Industry CUSD 5","1700332",1005
"1110","IL","Scott-Morgan CUSD 2","1706600",220
"1111","IL","Selmaville CCSD 10","1735770",267
"1112","IL","Seneca CCSD 170","1735820",505
"1113","IL","Seneca Twp HSD 160","1735850",429
"1114","IL","Serena CUSD 2","1715880",629
"1115","IL","Sesser-Valier CUSD 196","1735940",629
"1116","IL","Shawnee CUSD 84","1742990",291
"1117","IL","Shiloh CUSD 1","1700122",356
"1118","IL","Shiloh Village SD 85","1736210",570
"1119","IL","Shirland CCSD 134","1736240",99
"1120","IL","Signal Hill SD 181","1736330",325
"1121","IL","Skokie SD 68","1736450",1773
"1122","IL","Skokie SD 73-5","1710380",1098
"1123","IL","Smithton CCSD 130","1736510",556
"1124","IL","Somonauk CUSD 432","1736570",806
"1125","IL","South Central CUD 401","1700114",666
"1126","IL","South Eastern Sp Ed Program","1700311",3
"1127","IL","South Fork SD 14","1736640",310
"1128","IL","South Holland SD 151","1736750",1660
"1129","IL","South Pekin SD 137","1736780",200
"1130","IL","South Wilmington CCSD 74","1736840",78
"1131","IL","Southeastern CUSD 337","1736610",450
"1132","IL","Spoon River Valley CUSD 4","1736960",299
"1133","IL","Spring Garden CCSD 178","1701419",249
"1134","IL","Spring Lake CCSD 606","1737020",43
"1135","IL","Spring Valley CCSD 99","1737050",648
"1136","IL","St Anne CCSD 256","1737120",329
"1137","IL","St Anne CHSD 302","1737140",186
"1138","IL","St Elmo CUSD 202","1737230",428
"1139","IL","St George CCSD 258","1737320",422
"1140","IL","St Joseph CCSD 169","1737380",858
"1141","IL","St Joseph Ogden CHSD 305","1737410",446
"1142","IL","St Libory Cons SD 30","1737440",58
"1143","IL","St Rose SD 14-15","1737470",200
"1144","IL","Stark County CUSD 100","1737490",697
"1145","IL","Steeleville CUSD 138","1737650",441
"1146","IL","STEM Partnership School","1701415",188
"1147","IL","Steward ESD 220","1737800",63
"1148","IL","Stewardson-Strasburg CUD 5A","1737830",387
"1149","IL","Stockton CUSD 206","1737980",590
"1150","IL","Summersville SD 79","1738190",305
"1151","IL","Summit SD 104","1704050",1687
"1152","IL","Sunset Ridge SD 29","1738400",474
"1153","IL","Taft SD 90","1738520",273
"1154","IL","Tamaroa School Dist 5","1738550",85
"1155","IL","Teutopolis CUSD 50","1738760",1048
"1156","IL","Thomasboro CCSD 130","1738790",169
"1157","IL","Thompsonville CUSD 174","1701382",325
"1158","IL","Thornton SD 154","1738910",229
"1159","IL","Tolono CUSD 7","1739120",1590
"1160","IL","Tonica CCSD 79","1739180",138
"1161","IL","Tremont CUSD 702","1739390",1008
"1162","IL","Tri City CUSD 1","1739450",547
"1163","IL","Tri Point CUSD 6-J","1739480",354
"1164","IL","Tri Valley CUSD 3","1713920",1070
"1165","IL","Tri-County Sp Ed Jnt Agreement","1700052",180
"1166","IL","Trico CUSD 176","1708250",893
"1167","IL","Triopia CUSD 27","1710830",389
"1168","IL","Tuscola CUSD 301","1739600",987
"1169","IL","Union Ridge SD 86","1739780",661
"1170","IL","Union SD 81","1739660",105
"1171","IL","Unity Point CCSD 140","1739930",650
"1172","IL","University of Ill Lab School","1700100",306
"1173","IL","Urban Prep West Charter School","1701436",100
"1174","IL","V I T CUSD 2","1738490",328
"1175","IL","Valmeyer CUSD 3","1740080",403
"1176","IL","Venice CUSD 3","1740200",88
"1177","IL","Vermilion ROE","1700211",16
"1178","IL","Vienna HSD 133","1740290",362
"1179","IL","Vienna SD 55","1740260",386
"1180","IL","Villa Grove CUSD 302","1740320",635
"1181","IL","Virginia CUSD 64","1740410",301
"1182","IL","Wabash & Ohio Valley Sp Ed Dist","1740480",81
"1183","IL","Wallace CCSD 195","1740530",366
"1184","IL","Waltham CCSD 185","1740620",200
"1185","IL","Waltonville CUSD 1","1740650",370
"1186","IL","Warren CUSD 205","1740740",391
"1187","IL","Warrensburg-Latham CUSD 11","1740830",956
"1188","IL","Warsaw CUSD 316","1740890",380
"1189","IL","Washington CHSD 308","1740980",1370
"1190","IL","Washington SD 52","1741040",918
"1191","IL","Waverly CUSD 6","1741280",362
"1192","IL","Wayne City CUSD 100","1741360",534
"1193","IL","West Central CUSD 235","1700319",754
"1194","IL","West Lincoln-Broadwell ESD 92","1741600",225
"1195","IL","West Northfield SD 31","1741700",870
"1196","IL","West Prairie CUSD 103","1700314",622
"1197","IL","West Washington Co CUD 10","1741750",543
"1198","IL","Western CUSD 12","1701387",540
"1199","IL","Western Springs SD 101","1741820",1461
"1200","IL","Wethersfield CUSD 230","1742060",569
"1201","IL","Will ROE","1700213",86
"1202","IL","Williamsfield CUSD 210","1742450",300
"1203","IL","Williamsville CUSD 15","1742480",1544
"1204","IL","Willow Grove SD 46","1742510",171
"1205","IL","Willow Springs SD 108","1742570",354
"1206","IL","Winchester CUSD 1","1742660",611
"1207","IL","Windsor CUSD 1","1742690",371
"1208","IL","Winfield SD 34","1742720",311
"1209","IL","Winnebago County Spec Educ Coop","1742810",1
"1210","IL","Winnebago CUSD 323","1742790",1340
"1211","IL","Winnetka SD 36","1742840",1658
"1212","IL","Winthrop Harbor SD 1","1742900",543
"1213","IL","Wolf Branch SD 113","1742960",720
"1214","IL","Woodford Cty Special Ed Assoc","1701437",68
"1215","IL","Woodland CUSD 5","1738070",485
"1216","IL","Woodlawn Unit School District 209","1701422",511
"1217","IL","Zeigler-Royalton CUSD 188","1743800",560
"1218","IN","Argos Community Schools","1800180",606
"1219","IN","Attica Consolidated School Corp","1800210",629
"1220","IN","Barr-Reeve Community Schools Inc","1800330",966
"1221","IN","Batesville Community School Corp","1800390",2215
"1222","IN","Benton Community School Corp","1800480",1731
"1223","IN","Bloomfield School District","1800600",843
"1224","IN","Blue River Valley Schools","1800660",655
"1225","IN","Burris Laboratory School","1800038",670
"1226","IN","Cannelton City Schools","1801170",269
"1227","IN","Caston School Corporation","1801410",694
"1228","IN","Center Grove Community School Corp","1801440",8876
"1229","IN","Clinton Central School Corporation","1802130",864
"1230","IN","Cloverdale Community Schools","1802220",1101
"1231","IN","Community Schools of Frankfort","1803660",3186
"1232","IN","Covington Community School Corp","1802430",894
"1233","IN","Cowan Community School Corp","1807020",804
"1234","IN","Crothersville Community Schools","1812060",439
"1235","IN","Crown Point Community School Corp","1802490",8795
"1236","IN","Culver Community Schools Corp","1802520",829
"1237","IN","Daleville Community Schools","1809840",974
"1238","IN","Delphi Community School Corp","1802700",1390
"1239","IN","East Gibson School Corporation","1802940",807
"1240","IN","East Porter County School Corp","1809000",2467
"1241","IN","Eastern Pulaski Community Sch Corp","1807110",1200
"1242","IN","Edinburgh Community School Corp","1803240",859
"1243","IN","Eminence Community School Corp","1803330",364
"1244","IN","Fayette County School Corporation","1803510",3449
"1245","IN","Flat Rock-Hawcreek School Corp","1803570",939
"1246","IN","Franklin Community School Corp","1803690",5031
"1247","IN","Frontier School Corporation","1803810",662
"1248","IN","Goshen Community Schools","1803930",6622
"1249","IN","Greater Clark County Schools","1803940",10310
"1250","IN","Greater Jasper Consolidated Schs","1803960",3203
"1251","IN","Greencastle Community School Corp","1803990",1840
"1252","IN","Greenfield-Central Com Schools","1804050",4498
"1253","IN","Griffith Public Schools","1804170",2260
"1254","IN","Hamilton Community Schools","1804230",299
"1255","IN","IN Sch for the Blind & Vis Imprd","1800023",122
"1256","IN","Indiana Academy for Sci Math Hmn","1800041",239
"1257","IN","Indiana Department of Correction","1800006",402
"1258","IN","Indiana School For The Deaf","1800024",315
"1259","IN","Jac-Cen-Del Community Sch Corp","1804800",818
"1260","IN","Jennings County School Corporation","1805190",4173
"1261","IN","John Glenn School Corporation","1809120",2062
"1262","IN","Lafayette School Corporation","1805400",8060
"1263","IN","Lake Ridge New Tech Schools","1805460",1716
"1264","IN","Lakeland School Corporation","1805520",1705
"1265","IN","Lanesville Community School Corp","1803720",740
"1266","IN","Lawrenceburg Community School Corp","1805700",2086
"1267","IN","Linton-Stockton School Corporation","1805910",1361
"1268","IN","Logansport Community Sch Corp","1806030",4304
"1269","IN","Maconaquah School Corp","1806090",2160
"1270","IN","Madison-Grant United School Corp","1806240",1115
"1271","IN","Marion Community Schools","1806390",3878
"1272","IN","Medora Community School Corp","1801230",154
"1273","IN","Merrillville Community School Corp","1809690",6336
"1274","IN","Michigan City Area Schools","1806570",5474
"1275","IN","Mill Creek Community Sch Corp","1806660",1534
"1276","IN","Mississinewa Community School Corp","1806870",2529
"1277","IN","Monroe Central School Corp","1807080",1090
"1278","IN","MSD BLUFFTON-HARRISON","1800720",1652
"1279","IN","MSD DECATUR TOWNSHIP","1802640",6825
"1280","IN","MSD LAWRENCE TOWNSHIP","1805670",16165
"1281","IN","MSD MARTINSVILLE SCHOOLS","1806510",4340
"1282","IN","MSD OF NEW DURHAM TOWNSHIP","1807470",872
"1283","IN","MSD PIKE TOWNSHIP","1808910",11274
"1284","IN","MSD SOUTHWEST ALLEN COUNTY SCHLS","1800030",7685
"1285","IN","MSD WABASH COUNTY SCHOOLS","1812180",2159
"1286","IN","MSD WARREN TOWNSHIP","1812360",11830
"1287","IN","MSD WASHINGTON TOWNSHIP","1812720",11157
"1288","IN","Nettle Creek School Corporation","1807380",1122
"1289","IN","New Castle Community School Corp","1807440",3046
"1290","IN","Noblesville Schools","1807650",10676
"1291","IN","North Adams Community Schools","1807680",1744
"1292","IN","North Harrison Com School Corp","1800690",2194
"1293","IN","North Judson-San Pierre Sch Corp","1807800",985
"1294","IN","North Lawrence Com Schools","1807860",4670
"1295","IN","North Miami Community Schools","1807890",886
"1296","IN","North Putnam Community Schools","1807980",1364
"1297","IN","North Vermillion Com Sch Corp","1808070",764
"1298","IN","North West Hendricks Schools","1808100",1877
"1299","IN","North White School Corp","1808130",891
"1300","IN","Northeast Dubois Co Sch Corp","1808120",860
"1301","IN","Northeast School Corp","1808160",828
"1302","IN","Northeastern Wayne Schools","1808190",1332
"1303","IN","Northwest Allen County Schools","1808250",7857
"1304","IN","Northwestern Con School Corp","1808310",1566
"1305","IN","Northwestern School Corp","1802040",1858
"1306","IN","Oak Hill United School Corp","1808340",1702
"1307","IN","Oregon-Davis School Corp","1808460",504
"1308","IN","Orleans Community Schools","1808490",864
"1309","IN","Paoli Community School Corp","1808640",1331
"1310","IN","Penn-Harris-Madison School Corp","1808760",11373
"1311","IN","Perry Central Com Schools Corp","1801740",1250
"1312","IN","Pike County School Corp","1808900",1734
"1313","IN","Pioneer Regional School Corp","1808940",982
"1314","IN","Plymouth Community School Corp","1809060",3489
"1315","IN","Portage Township Schools","1809150",7349
"1316","IN","Porter County Education Services","1809130",124
"1317","IN","Randolph Central School Corp","1801770",1412
"1318","IN","Randolph Eastern School Corp","1803180",900
"1319","IN","Randolph Southern School Corp","1810740",487
"1320","IN","Rensselaer Central School Corp","1809420",1598
"1321","IN","River Forest Community Sch Corp","1804620",1585
"1322","IN","Rush County Schools","1809750",2013
"1323","IN","Salem Community Schools","1809810",1799
"1324","IN","School City of East Chicago","1802880",3846
"1325","IN","School City of Hammond","1804320",12854
"1326","IN","School Town of Highland","1804560",3224
"1327","IN","School Town of Speedway","1810920",1871
"1328","IN","Seymour Community Schools","1810080",5229
"1329","IN","Shelbyville Central Schools","1810140",4178
"1330","IN","Shenandoah School Corporation","1808280",1365
"1331","IN","Shoals Community School Corp","1810170",645
"1332","IN","Smith-Green Community Schools","1810230",1175
"1333","IN","South Central Com School Corp","1802190",958
"1334","IN","South Gibson School Corporation","1810350",2087
"1335","IN","South Henry School Corp","1810380",737
"1336","IN","South Newton School Corp","1810470",845
"1337","IN","South Putnam Community Schools","1810500",1118
"1338","IN","South Ripley Com Sch Corp","1810530",1161
"1339","IN","South Spencer County Sch Corp","1810560",1215
"1340","IN","Southeast Dubois Co Sch Corp","1810640",1287
"1341","IN","Southeast Fountain School Corp","1810620",1063
"1342","IN","Southern Wells Com Schools","1810770",868
"1343","IN","Southside Sp Srvs Of Marion Co","1800105",123
"1344","IN","Southwest School Corporation","1810860",1783
"1345","IN","Southwestern Con Sch Shelby Co","1810830",566
"1346","IN","Springs Valley Com School Corp","1810980",883
"1347","IN","Sunman-Dearborn Com Sch Corp","1811190",3689
"1348","IN","Tell City-Troy Twp School Corp","1811260",1401
"1349","IN","Tippecanoe Valley School Corp","1811370",1813
"1350","IN","Tri-Central Community Schools","1808040",779
"1351","IN","Tri-County School Corporation","1811430",730
"1352","IN","Tri-Township Cons School Corp","1800107",356
"1353","IN","Triton School Corporation","1811490",923
"1354","IN","Union-North United School Corp","1811910",1281
"1355","IN","Valparaiso Community Schools","1811970",6278
"1356","IN","Wabash City Schools","1812150",1599
"1357","IN","Washington Community Schools","1812450",2478
"1358","IN","Wawasee Community School Corp","1805550",2881
"1359","IN","West Central School Corp","1809360",728
"1360","IN","West Lafayette Com School Corp","1812870",2396
"1361","IN","West Washington School Corp","1812930",899
"1362","IN","Western Boone Co Com Sch Dist","1812990",1732
"1363","IN","Western Wayne Schools","1813050",899
"1364","IN","White River Valley School District","1800008",787
"1365","IN","Yorktown Community Schools","1807230",2685
"1366","IN","Zionsville Community Schools","1802830",7435
"1367","KS","Altoona-Midway","2004170",181
"1368","KS","Argonia Public Schools","2003430",169
"1369","KS","Ashland","2003510",213
"1370","KS","Atchison Co Comm Schools","2005700",522
"1371","KS","Attica","2003570",167
"1372","KS","Baldwin City","2003720",1390
"1373","KS","Barber County North","2009450",521
"1374","KS","Barnes","2000012",446
"1375","KS","Belle Plaine","2003900",639
"1376","KS","Blue Valley","2010980",227
"1377","KS","Bluestem","2008550",499
"1378","KS","Brewster","2004080",115
"1379","KS","Bucklin","2004140",247
"1380","KS","Burlingame Public School","2004260",292
"1381","KS","Burrton","2004350",223
"1382","KS","Caldwell","2004380",270
"1383","KS","Caney Valley","2004410",796
"1384","KS","Canton-Galva","2004440",352
"1385","KS","Cedar Vale","2004500",132
"1386","KS","Central","2004230",321
"1387","KS","Central Heights","2000014",516
"1388","KS","Central Plains","2000349",496
"1389","KS","Centre","2008940",496
"1390","KS","Chapman","2004620",1090
"1391","KS","Chase County","2005250",385
"1392","KS","Chase-Raymond","2004650",150
"1393","KS","Chautauqua Co Community","2011520",385
"1394","KS","Cheney","2004670",816
"1395","KS","Cherokee","2004710",499
"1396","KS","Cherryvale","2004740",772
"1397","KS","Chetopa-St. Paul","2004770",418
"1398","KS","Cheylin","2004790",151
"1399","KS","Cimarron-Ensign","2004800",685
"1400","KS","Circle","2012300",2016
"1401","KS","Clay Center","2004890",1330
"1402","KS","Clearwater","2004920",1191
"1403","KS","Clifton-Clyde","2004950",333
"1404","KS","Colby Public Schools","2005010",958
"1405","KS","Comanche County","2005040",345
"1406","KS","Conway Springs","2005130",424
"1407","KS","Copeland","2005190",116
"1408","KS","Crest","2008040",236
"1409","KS","Cunningham","2005370",202
"1410","KS","Deerfield","2005400",201
"1411","KS","Department of Corrections","2000024",117
"1412","KS","Dexter","2005520",218
"1413","KS","Dighton","2005550",257
"1414","KS","Doniphan West Schools","2000348",341
"1415","KS","Douglass Public Schools","2005610",656
"1416","KS","Durham-Hillsboro-Lehigh","2007290",610
"1417","KS","Easton","2005640",655
"1418","KS","Elk Valley","2005760",116
"1419","KS","Elkhart","2005790",1257
"1420","KS","Ell-Saline","2005800",499
"1421","KS","Ellinwood Public Schools","2005820",500
"1422","KS","Ellis","2005850",450
"1423","KS","Ellsworth","2005870",636
"1424","KS","Emporia","2005940",4685
"1425","KS","Erie-Galesburg","2006000",507
"1426","KS","Eureka","2006120",643
"1427","KS","Fairfield","2008310",312
"1428","KS","Flinthills","2011220",289
"1429","KS","Fort Scott","2006180",1818
"1430","KS","Fowler","2006210",135
"1431","KS","Fredonia","2006270",696
"1432","KS","Goessel","2006570",302
"1433","KS","Golden Plains","2011040",195
"1434","KS","Goodland","2006580",1001
"1435","KS","Graham County","2007260",414
"1436","KS","Greeley County Schools","2006690",251
"1437","KS","Grinnell Public Schools","2006780",71
"1438","KS","Halstead","2006840",813
"1439","KS","Hamilton","2006870",60
"1440","KS","Haven Public Schools","2006960",816
"1441","KS","Haviland","2006990",129
"1442","KS","Healy Public Schools","2007080",46
"1443","KS","Herington","2007110",465
"1444","KS","Hesston","2007170",861
"1445","KS","Hiawatha","2000006",996
"1446","KS","Hodgeman County Schools","2007800",286
"1447","KS","Holton","2007380",1176
"1448","KS","Hoxie Community Schools","2007530",450
"1449","KS","Humboldt","2007590",868
"1450","KS","Inman","2007710",440
"1451","KS","Jayhawk","2007750",597
"1452","KS","Jefferson County North","2013020",477
"1453","KS","Jefferson West","2009510",872
"1454","KS","Kaw Valley","2007970",1170
"1455","KS","Kickapoo Nation School","5900103",45
"1456","KS","Kingman - Norwich","2008070",915
"1457","KS","Kinsley-Offerle","2008100",336
"1458","KS","Kiowa County","2006720",439
"1459","KS","Kismet-Plains","2008190",641
"1460","KS","LaCrosse","2008220",278
"1461","KS","Lakin","2008280",719
"1462","KS","Lebo-Waverly","2012810",486
"1463","KS","Leoti","2008610",406
"1464","KS","LeRoy-Gridley","2008670",200
"1465","KS","Lewis","2008700",126
"1466","KS","Little River","2008880",302
"1467","KS","Logan","2008910",135
"1468","KS","Louisburg","2008970",1804
"1469","KS","Lyndon","2009000",437
"1470","KS","Macksville","2009060",208
"1471","KS","Madison-Virgil","2009090",235
"1472","KS","Marais Des Cygnes Valley","2009480",227
"1473","KS","Marion-Florence","2009240",503
"1474","KS","Marmaton Valley","2009660",265
"1475","KS","Marysville","2000016",847
"1476","KS","McLouth","2009360",487
"1477","KS","McPherson","2009390",2518
"1478","KS","Meade","2009420",394
"1479","KS","Minneola","2009600",246
"1480","KS","Mission Valley","2006060",441
"1481","KS","Montezuma","2009630",235
"1482","KS","Morris County","2005280",832
"1483","KS","Moscow Public Schools","2009720",164
"1484","KS","Moundridge","2009780",430
"1485","KS","Nemaha Central","2000353",683
"1486","KS","Ness City","2009930",304
"1487","KS","Newton","2009960",3610
"1488","KS","North Jackson","2004830",385
"1489","KS","North Lyon County","2003210",345
"1490","KS","North Ottawa County","2009570",626
"1491","KS","Northeast","2003480",499
"1492","KS","Northern Valley","2003270",153
"1493","KS","Norton Community Schools","2010020",666
"1494","KS","Oakley","2010050",459
"1495","KS","Oberlin","2010080",375
"1496","KS","Onaga-Havensville-Wheaton","2010170",332
"1497","KS","Osage City","2010230",726
"1498","KS","Osborne County","2010290",324
"1499","KS","Oskaloosa Public Schools","2010320",584
"1500","KS","Oswego","2010350",462
"1501","KS","Otis-Bison","2004020",253
"1502","KS","Oxford","2010440",459
"1503","KS","Palco","2010470",95
"1504","KS","Paradise","2009850",114
"1505","KS","Pawnee Heights","2011280",142
"1506","KS","Peabody-Burns","2010590",270
"1507","KS","Perry Public Schools","2010620",785
"1508","KS","Phillipsburg","2010650",599
"1509","KS","Pike Valley","2005310",232
"1510","KS","Piper-Kansas City","2010680",2560
"1511","KS","Plainville","2010740",361
"1512","KS","Pleasanton","2010770",357
"1513","KS","Prairie Hills","2000350",1110
"1514","KS","Prairie View","2008250",895
"1515","KS","Pratt","2010890",1353
"1516","KS","Pretty Prairie","2010920",324
"1517","KS","Quinter Public Schools","2010950",321
"1518","KS","Rawlins County","2000023",384
"1519","KS","Remington-Whitewater","2006240",494
"1520","KS","Republic County","2000030",539
"1521","KS","Riley County","2011100",693
"1522","KS","Riverside","2000351",613
"1523","KS","Riverton","2011130",730
"1524","KS","Rock Creek","2000004",1155
"1525","KS","Rock Hills","2000029",348
"1526","KS","Rolla","2011190",116
"1527","KS","Rose Hill Public Schools","2011250",1674
"1528","KS","Royal Valley","2009320",875
"1529","KS","Rural Vista","2007440",277
"1530","KS","Santa Fe Trail","2010410",1103
"1531","KS","Satanta","2011400",275
"1532","KS","School for Blind","2000018",8
"1533","KS","School for Deaf","2000019",113
"1534","KS","Sedgwick Public Schools","2011550",453
"1535","KS","Silver Lake","2011700",732
"1536","KS","Skyline Schools","2011430",393
"1537","KS","Smith Center","2000007",436
"1538","KS","Smoky Valley","2000002",1452
"1539","KS","Solomon","2011760",350
"1540","KS","South Barber","2008130",234
"1541","KS","South Brown County","2007470",532
"1542","KS","South Haven","2011790",209
"1543","KS","Southeast Of Saline","2000001",709
"1544","KS","Southern Cloud","2006510",150
"1545","KS","Southern Lyon County","2006930",525
"1546","KS","Spearville","2011820",347
"1547","KS","Spring Hill","2011850",4457
"1548","KS","St Francis Comm Sch","2011880",269
"1549","KS","St John-Hudson","2011910",352
"1550","KS","St. Hosp. Training Center Parsons","2000022",17
"1551","KS","Stafford","2011970",211
"1552","KS","Stanton County","2007860",470
"1553","KS","Sterling","2012030",501
"1554","KS","Stockton","2012060",351
"1555","KS","Sublette","2012090",433
"1556","KS","Sylvan Grove","2012120",262
"1557","KS","Syracuse","2012150",611
"1558","KS","Thunder Ridge Schools","2000346",193
"1559","KS","Tonganoxie","2012210",1969
"1560","KS","Triplains","2000013",70
"1561","KS","Troy Public Schools","2012330",379
"1562","KS","Twin Valley","2003960",572
"1563","KS","Udall","2012390",354
"1564","KS","Uniontown","2012450",453
"1565","KS","Valley Falls","2012540",393
"1566","KS","Vermillion","2004560",613
"1567","KS","Victoria","2012600",287
"1568","KS","Wabaunsee","2003240",468
"1569","KS","Waconda","2004470",325
"1570","KS","Wakeeney","2012630",434
"1571","KS","Wallace County Schools","2011610",200
"1572","KS","Washington Co. Schools","2000028",374
"1573","KS","Wellsville","2012870",815
"1574","KS","Weskan","2012900",106
"1575","KS","West Franklin","2010800",620
"1576","KS","Western Plains","2000020",120
"1577","KS","Wheatland","2006630",136
"1578","KS","Woodson","2013110",476
"1579","KY","Anchorage Independent","2100090",393
"1580","KY","Augusta Independent","2100180",299
"1581","KY","Beechwood Independent","2100360",1502
"1582","KY","Burgin Independent","2100780",511
"1583","KY","Cloverport Independent","2101290",340
"1584","KY","Craft Academy","2100290",1
"1585","KY","Fort Thomas Independent","2102040",3177
"1586","KY","Jackson Independent","2102910",332
"1587","KY","Kentucky School for the Blind District","2100094",65
"1588","KY","Kentucky School for the Deaf District","2100095",86
"1589","KY","Kentucky Tech System","2100289",28
"1590","KY","Science Hill Independent","2105220",428
"1591","KY","Southgate Independent","2105460",212
"1592","LA","A.E. Phillips Laboratory School","2200056",410
"1593","LA","Chitimacha Tribal School","5900146",103
"1594","LA","Howard School","2200151",94
"1595","LA","LSU Laboratory School","2200022",1416
"1596","LA","Office of Juvenile Justice","2200047",172
"1597","LA","Recovery School District-LDE","2200054",1010
"1598","LA","RSD-Capitol Education Foundation","2200315",354
"1599","LA","Southern University Lab School","2200023",588
"1600","MA","Abington","2501650",2143
"1601","MA","Acushnet","2501740",1010
"1602","MA","Agawam","2501800",3670
"1603","MA","Amesbury","2501860",2012
"1604","MA","Amherst-Pelham","2501920",1346
"1605","MA","Andover","2501950",5856
"1606","MA","Arlington","2501980",6047
"1607","MA","Ashland","2502100",2849
"1608","MA","Attleboro","2502190",5982
"1609","MA","Auburn","2502220",2636
"1610","MA","Avon","2502250",725
"1611","MA","Barnstable","2502310",5041
"1612","MA","Bedford","2502400",2689
"1613","MA","Belchertown","2502430",2240
"1614","MA","Bellingham","2502460",2138
"1615","MA","Belmont","2502490",4700
"1616","MA","Berkley","2502520",915
"1617","MA","Berlin-Boylston","2502580",1046
"1618","MA","Beverly","2502640",4700
"1619","MA","Billerica","2502670",4797
"1620","MA","Blackstone Valley Regional Vocational Technical","2502710",1224
"1621","MA","Boston","2502790",50480
"1622","MA","Bourne","2502820",1907
"1623","MA","Boxford","2502880",747
"1624","MA","Braintree","2502940",5795
"1625","MA","Brewster","2502970",470
"1626","MA","Bridgewater-Raynham","2503030",5392
"1627","MA","Brimfield","2503060",299
"1628","MA","Bristol County Agricultural","2503070",451
"1629","MA","Bristol-Plymouth Regional Vocational Technical","2503080",1305
"1630","MA","Brockton","2503090",16024
"1631","MA","Brookfield","2503120",307
"1632","MA","Brookline","2503150",7777
"1633","MA","Burlington","2503240",3509
"1634","MA","Cambridge","2503270",7091
"1635","MA","Canton","2503300",3297
"1636","MA","Cape Cod Regional Vocational Technical","2503310",616
"1637","MA","Carlisle","2503330",597
"1638","MA","Carver","2503360",1577
"1639","MA","Chelmsford","2503510",5021
"1640","MA","Chelsea","2503540",6255
"1641","MA","Chesterfield-Goshen","2500014",128
"1642","MA","Chicopee","2503660",7268
"1643","MA","Clarksburg","2503720",197
"1644","MA","Clinton","2503750",1900
"1645","MA","Cohasset","2503780",1500
"1646","MA","Concord","2503840",2065
"1647","MA","Concord-Carlisle","2503870",1280
"1648","MA","Conway","2503900",133
"1649","MA","Danvers","2503990",3417
"1650","MA","Dartmouth","2504020",3580
"1651","MA","Dedham","2504050",2736
"1652","MA","Deerfield","2504080",386
"1653","MA","Douglas","2504230",1282
"1654","MA","Dover","2504260",490
"1655","MA","Dover-Sherborn","2504290",1204
"1656","MA","Dracut","2504320",3677
"1657","MA","Duxbury","2504410",2972
"1658","MA","East Bridgewater","2504440",2216
"1659","MA","East Longmeadow","2504500",2588
"1660","MA","Eastham","2504530",194
"1661","MA","Easthampton","2504590",1544
"1662","MA","Easton","2504620",3579
"1663","MA","Edgartown","2509090",391
"1664","MA","Erving","2504710",133
"1665","MA","Everett","2504770",7057
"1666","MA","Fairhaven","2504800",2042
"1667","MA","Fall River","2504830",10229
"1668","MA","Falmouth","2504860",3251
"1669","MA","Farmington River Reg","2513321",105
"1670","MA","Fitchburg","2504890",5338
"1671","MA","Florida","2504920",95
"1672","MA","Foxborough","2504950",2554
"1673","MA","Framingham","2504980",9088
"1674","MA","Franklin","2505010",5068
"1675","MA","Franklin County Regional Vocational Technical","2505020",505
"1676","MA","Gardner","2505130",2346
"1677","MA","Gateway","2505160",827
"1678","MA","Georgetown","2505220",1368
"1679","MA","Gloucester","2505280",2851
"1680","MA","Grafton","2505370",3205
"1681","MA","Granby","2505400",753
"1682","MA","Greater Fall River Regional Vocational Technical","2505485",1433
"1683","MA","Greater New Bedford Regional Vocational Technical","2508440",2124
"1684","MA","Greenfield","2505490",1718
"1685","MA","Greenfield Commonwealth Virtual District","2500551",663
"1686","MA","Groton-Dunstable","2505500",2353
"1687","MA","Hadley","2505580",529
"1688","MA","Halifax","2505610",586
"1689","MA","Hamilton-Wenham","2505670",1836
"1690","MA","Hampshire","2505740",734
"1691","MA","Hancock","2505760",47
"1692","MA","Hanover","2505790",2649
"1693","MA","Harvard","2505880",1048
