"","state","name","id"
"596","NY","Oswego County Board of Cooperative Educational Services",197102
"597","NY","Otsego Northern Catskills BOCES",168209
"598","NY","South Glens Falls Central School",36375
"599","NY","Southern Westchester Boces",36479
"600","NY","Ulster County Board of Cooperative Educational Services",43817
"601","NY","Unatego Central School District",36348
"602","NY","Washington Saratoga Warren Hamilton Essex Counties Boces",40423
"603","NY","Western Suffolk Boces",36430
"604","OH","Apollo Career Center",42336
"605","OH","Ashland County-West Holmes Joint Vocational School District",36992
"606","OH","Ashtabula County Educational Service Center",91093
"607","OH","Ashtabula County Technical and Career Center",36999
"608","OH","Athens-Meigs Educational Service Center",45721
"609","OH","Auburn Vocational School District",41866
"610","OH","Auglaize County Educational Service Center",52127
"611","OH","Buckeye Joint Vocational School District",37290
"612","OH","Buckeye Online School for Success",82667
"613","OH","Butler County Educational Service Center",42985
"614","OH","Butler Technology and Career Development Schools",46507
"615","OH","Canton College Preparatory School",82703
"616","OH","Canton Harbor High School",82705
"617","OH","Capital City Career Prep High School",168650
"618","OH","Career and Technology Education Centers of Licking County",37146
"619","OH","Cascade Career Prep High School",168651
"620","OH","Clay Avenue Community School",53699
"621","OH","Collins Career Center",57390
"622","OH","Columbiana County Career and Technical Center",82840
"623","OH","Columbus Clippers",188320
"624","OH","Constellation Schools Madison Community Elementary School District",82897
"625","OH","Constellation Schools Old Brooklyn Community Elementary School District",82898
"626","OH","Constellation Schools Parma Community",82900
"627","OH","Constellation Schools Stockyard Community Elementary School District",82903
"628","OH","Constellation Schools Westpark Community Elementary School District",82905
"629","OH","Constellation Schools Westside Community School of the Arts",82907
"630","OH","Coshocton County Career Center",82922
"631","OH","Darke County Educational Service Center",43620
"632","OH","Dayton Leadership Academies - Dayton View",65526
"633","OH","Eastland Fairfield Career and Technical Schools",197128
"634","OH","Educational Service Center of Central Ohio",91095
"635","OH","Educational Service Center of Lake Erie West",43936
"636","OH","Educational Service Center of Northeast Ohio",37068
"637","OH","Ehove Career Center",46503
"638","OH","Four County Career Center",83122
"639","OH","Foxfire High School",83125
"640","OH","Gallia-Jackson-Vinton Joint Vocational School District",37095
"641","OH","Gallia-Vinton Educational Service Center",51041
"642","OH","Great Oaks Career Campuses",37116
"643","OH","Greater Summit County Early Learning Center Elementary School",83225
"644","OH","Hamilton County Educational Service Center",41864
"645","OH","Harrisburg Pike Community School",83288
"646","OH","iLEAD Spring Meadows",83385
"647","OH","Kids Care Elementary",83453
"648","OH","Knox County Career Center",37133
"649","OH","Life Skills - Lake Erie International High School",83539
"650","OH","Life Skills Center of Elyria",83545
"651","OH","Life Skills Invictus High School",83551
"652","OH","Life Skills Marshall High School",83552
"653","OH","Lighthouse Community School",83554
"654","OH","Lorain Community School",190675
"655","OH","Lorain County Joint Vocational School District",37160
"656","OH","Madison Avenue School of Arts",54236
"657","OH","Mahoning County Career and Technical Center",37174
"658","OH","Mahoning County Educational Service Center",42308
"659","OH","Mahoning Unlimited Classroom",83638
"660","OH","Mason Run High School",83688
"661","OH","Medina County Joint Vocational School District",83712
"662","OH","Mercer County Educational Service Center",45659
"663","OH","Miami Valley Academies",83751
"664","OH","Miami Valley Career Technology Center",41691
"665","OH","Mid-East Career and Technology Centers",83757
"666","OH","Mid-Ohio Educational Service Center",65312
"667","OH","Middle Bass Local School District",83759
"668","OH","Midnimo Cross Cultural Middle School",83769
"669","OH","Midwest Regional Educational Service Center",66036
"670","OH","Montgomery County Educational Service Center",37196
"671","OH","Mound Street Academies",83842
"672","OH","Muskingum Valley Educational Service Center",43879
"673","OH","New Albany Plain Local School District",51585
"674","OH","Newbury Local School District",83915
"675","OH","North Bass Local School District",83938
"676","OH","North Central Ohio Educational Service Center",39606
"677","OH","North Woods Career Prep High School",168660
"678","OH","Northwest Ohio Educational Service Center",41867
"679","OH","Ohio Digital Learning School",190704
"680","OH","Ohio Hi-Point Joint Vocational School District",84002
"681","OH","Pathway School of Discovery",51543
"682","OH","Penta Career Center",37314
"683","OH","Pickaway-Ross Career and Technology Center",84110
"684","OH","Pike County Joint Vocational School District",84118
"685","OH","Pioneer Career and Technology Center",84123
"686","OH","Polaris Career Center",37069
"687","OH","Portage Lakes Career Center",37272
"688","OH","Putnam County Educational Service Center",37228
"689","OH","Riverside Community School Inc",84246
"690","OH","Ross-Pike Educational Service District",46519
"691","OH","Scioto County Career Technical Center",37249
"692","OH","Southern Ohio Educational Service Center",44854
"693","OH","Springfield Clark Career Technology Center",84409
"694","OH","Stark County Area Vocational School District",84428
"695","OH","Stark County Educational Service Center",47572
"696","OH","Summit Educational Service Center",84500
"697","OH","The Graham School",84540
"698","OH","Tolles Career and Technical Center",48590
"699","OH","Tri-County Career Center",37003
"700","OH","Tri-County Educational Service Center",65134
"701","OH","Tri-Rivers Joint Vocational School District",37176
"702","OH","Trumbull Career and Technical Center",37282
"703","OH","U. S. Grant Joint Vocational School District",84609
"704","OH","Upper Valley Career Center",37186
"705","OH","Vanguard-Sentinel Career and Technology Centers",84655
"706","OH","Vantage Career Center",84658
"707","OH","Warren County Career Center",55912
"708","OH","Warren County Educational Service Center",58375
"709","OH","Washington County Career Center",37302
"710","OH","Wood County Educational Service Center",40327
"711","OH","Zanesville Community High School",84831
"712","OK","Atoka School District No. 1-15",190734
"713","OK","Caddo Kiowa Technology Center School District No 2",37375
"714","OK","Canadian Valley Technology Center No.6",37378
"715","OK","Catoosa Public Schools I-2",190769
"716","OK","Central High Independent School District No. 34",146943
"717","OK","Choctaw Nation Interlocal Cooperative School District Number 7-K002",148644
"718","OK","Five Star Interlocal Cooperative",48680
"719","OK","Francis Tuttle Technology Center School District No. 21",37456
"720","OK","Grant County Educational Facilities Authority",149585
"721","OK","Greasy Public School District C-32",147131
"722","OK","Great Plains Technology Center School District No.9",103048
"723","OK","Hilldale Independent School District No. 1-29",227707
"724","OK","Kiamichi Technology Center No. 7",37418
"725","OK","Moore Norman Technology Center District 17",84944
"726","OK","Mulhall-Orlando Independent School District No. 42-1003",147345
"727","OK","North Rock Creek School District C-10",200042
"728","OK","Osage County Interlocal Cooperative School District 57 K-001",37462
"729","OK","South Oklahoma City Area School District",147600
"730","OK","Southern Oklahoma Technology Center V-20",65192
"731","OK","Sovereign Community School District No. J-4",168683
"732","OK","Tri-County Interlocal Co-Op, School District K001",46042
"733","OK","Tulsa Technology Center No. 18",41367
"734","OK","Zion School District No. C028",65021
"735","OR","Annex School District No. 29",86249
"736","OR","Arlington School District No. 3",85692
"737","OR","Benton County School District 7j",90838
"738","OR","Blachly School District No. 90",86129
"739","OR","Burnt River School District No. 30-J",90967
"740","OR","Center for Advanced Learning",85223
"741","OR","Clackamas County School District No. 108",90958
"742","OR","Clackamas Education Service District",164419
"743","OR","Columbia Gorge Education Service District",153351
"744","OR","Coos County School District No. 13",90823
"745","OR","Coos County School District No. 31",85391
"746","OR","Coos County School District No. 41",85392
"747","OR","Coos County School District No. 54",228087
"748","OR","Corbett School District No. 39",190981
"749","OR","Deschutes County School District 1",37616
"750","OR","Douglas County School District No. 12",85526
"751","OR","Douglas County School District No. 19",86943
"752","OR","Douglas County School District No. 21",85193
"753","OR","Douglas County School District No. 32",85531
"754","OR","Douglas County School District No. 34",85532
"755","OR","Douglas County School District No. 4",90860
"756","OR","Douglas County School District No. 70",85534
"757","OR","Douglas Education Service District",190960
"758","OR","Fossil School District 21j",85664
"759","OR","Grant County Educational Service District",85722
"760","OR","Grant County School District 16j",90914
"761","OR","Grant County School District No. 4",85730
"762","OR","Harney County Educational Service District Region XVII",164421
"763","OR","Harney County School District No. 13",85770
"764","OR","Harney County School District No. 16",85779
"765","OR","Harney County School District No. 28",85781
"766","OR","Harney County School District No. 4",85784
"767","OR","Harney County School District No. 5",85785
"768","OR","Harney County School District No. 7",85786
"769","OR","Harper School District No. 66",86253
"770","OR","High Desert Education Service District",197340
"771","OR","Huntington School District No. 16J",90820
"772","OR","Insight School of Oregon Painted Hills",85894
"773","OR","Intermountain Educational Service District",55430
"774","OR","Ione School District 2",85902
"775","OR","Jackson County School District 549c",37631
"776","OR","Jackson County School District No. 35",85926
"777","OR","Jackson County School District No. 4",85927
"778","OR","Jackson County School District No. 5",90887
"779","OR","Jackson County School District No. 59",85930
"780","OR","Jackson County School District No. 6",85931
"781","OR","Jackson County School District No. 9",85558
"782","OR","Jackson County School District No. 91",85933
"783","OR","Jackson County School District No. 94",85934
"784","OR","Jane Goodall Environmental Middle School",85942
"785","OR","Jefferson County Educational Service District",85953
"786","OR","Jefferson County School District No. 8",85959
"787","OR","Lake County Educational Service District",164427
"788","OR","Lake County School District No. 11",190992
"789","OR","Lake County School District No. 14",86084
"790","OR","Lake County School District No. 18",86085
"791","OR","Lake County School District No. 21",86086
"792","OR","Lane County School District No. 32",86118
"793","OR","Lane County School District No. 4j",94017
"794","OR","Lane Education Service District",86132
"795","OR","Lane Library District",86134
"796","OR","Linn-Benton-Lincoln Educational Service District",164429
"797","OR","Malheur County School District No. 12",90883
"798","OR","Malheur Educational Service District",164430
"799","OR","Mckenzie School District No. 68",86311
"800","OR","Mosier Community School",86419
"801","OR","Multnomah County School District No. 1J",37671
"802","OR","Multnomah County School District No. 3",86450
"803","OR","Multnomah County School District No. 7",197346
"804","OR","Multnomah Education Service District",164432
"805","OR","North Central Educational Service District",164433
"806","OR","North Powder School District",87147
"807","OR","Northwest Regional Education Service District",164434
"808","OR","Pine Eagle School District No. 61",86652
"809","OR","Region 18 Educational Service District",153367
"810","OR","Sage Community School",86818
"811","OR","Siletz Valley School",86888
"812","OR","South Coast Educational Service District",164439
"813","OR","South Columbia Family School",86926
"814","OR","South Harney School District No. 33",85783
"815","OR","Southern Oregon Education Service District",191001
"816","OR","Springwater Environmental Sciences School",86961
"817","OR","The Emerson School",190961
"818","OR","The Lighthouse School",190977
"819","OR","Umatilla County School District No. 8R",87124
"820","OR","Union County School District 23",90888
"821","OR","Union County School District No. 1",87143
"822","OR","Union County School District No. 11",85890
"823","OR","Union County School District No. 15",87144
"824","OR","Union High School District No. 1j",85780
"825","OR","Wahtonka Community School",190996
"826","OR","Wallowa School District #12",87209
"827","OR","Wasco County School District No. 29",90886
"828","OR","Wheeler County School District No. 1",87300
"829","OR","Willamette Education Service District",197358
"830","PA","Appalachia Intermediate Unit 8",60736
"831","PA","Arin Intermediate Unit 28",38009
"832","PA","Beaver Valley Intermediate Unit",37872
"833","PA","Berks Career and Technology Center",95696
"834","PA","Berks County Intermediate Unit",400715
"835","PA","Blast Intermediate Unit 17",38074
"836","PA","Bucks County Intermediate Unit 22",151326
"837","PA","Bucks County Technical High School",42507
"838","PA","Capital Area Intermediate Unit",37958
"839","PA","Carbon Lehigh Intermediate Unit 21",38055
"840","PA","Career Technology Center of Lackawanna County",87518
"841","PA","Central Susquehanna Intermediate Unit No. 16",153402
"842","PA","Clearfield County Career and Technology Center",37948
"843","PA","Colonial Intermediate Unit 20",38112
"844","PA","Dauphin County Technical School",37966
"845","PA","Delaware County Technical Schools",197364
"846","PA","Delaware Intermediate Unit County",151348
"847","PA","Eastern Center for Arts and Technology",38103
"848","PA","Greater Altoona Career and Technology Center",37893
"849","PA","Greater Johnstown Area Vocational Technical School",37923
"850","PA","Indiana County Technology Center",38008
"851","PA","Jefferson County-Dubois Area Vocational Technical School",65034
"852","PA","Lancaster County Career and Technology Center",41216
"853","PA","Lancaster-Lebanon Intermediate Unit 13",38038
"854","PA","Lebanon County Career and Technology Center",38049
"855","PA","Lehigh Career and Technical Institute",46359
"856","PA","Lenape Technical School",37862
"857","PA","Luzerne Intermediate Unit",38066
"858","PA","Montgomery County Intermediate Unit",151386
"859","PA","Northeastern Educational Intermediate Unit",38023
"860","PA","Northeastern School District",38192
"861","PA","Northwest Tri-County Intermediate Unit",228813
"862","PA","Pittsburgh-Mount Oliver Intermediate Unit 2",37852
"863","PA","Riverview Intermediate Unit 6",37940
"864","PA","School District of the City of York",87500
"865","PA","Schuylkill Technology Center",38133
"866","PA","Seneca Highlands Intermediate Unit Nine",42756
"867","PA","Somerset County Technology Center",55884
"868","PA","Tuscarora Intermediate Unit 11",38081
"869","PA","Venango Technology Center",38154
"870","PA","Wilkes-Barre Area Career and Technical Center",38068
"871","PA","York County School of Technology",38200
"872","SC","Clover School District Number Two",45162
"873","SC","Denmark-Olar School District No. Two of Bamberg County",168833
"874","SC","Fort Mill School District Four",38374
"875","SC","Greenwood County School District 51",38343
"876","SC","Laurens County School District 56",38350
"877","SD","Black Hills Special Services Cooperative",38433
"878","SD","Cornbelt Educational Cooperative",65042
"879","SD","Crazy Horse School",153631
"880","SD","Little Eagle Grant School",103098
"881","SD","Redfield School District No. 56",1035654
"882","SD","South Central Cooperative",54697
"883","SD","Southeast Area Cooperative",38445
"884","TN","Alamo City Schools",106528
"885","TN","Athens City Board of Education",40334
"886","TN","Bells City School",106569
"887","TN","Bells City School Board of Education",106570
"888","TN","Board of Education Town of Greeneville",401769
"889","TN","Collierville City Schools",106715
"890","TN","Compass Community Schools",168875
"891","TN","Crosstown High School",106744
"892","TN","Explore Community School",106829
"893","TN","Greeneville-Greene County Center for Technology",106895
"894","TN","Humboldt Board of Education",106978
"895","TN","Kenton Special School District",107060
"896","TN","Lenoir City Schools",107101
"897","TN","Lexington City School System",107110
"898","TN","Little Tennessee Valley Educational Cooperative",198024
"899","TN","Metropolitan Nashville Public Schools",107203
"900","TN","Millington Municipal Schools Internal School Funds",107215
"901","TN","Oak Ridge City School fund",107280
"902","TN","Perea Elementary School",107307
"903","TN","Robertson County Schools",401793
"904","TN","Shelby County Schools",107431
"905","TN","Tennessee School Boards Unemployment Compensation Trust",107402
"906","TN","The Franklin County School Department",151433
"907","TN","Union City Schools",107534
"908","TN","Z--Cart Test",191336
"909","TX","Ector Independent School District",163559
"910","TX","Education Service Center Region 10",45474
"911","TX","Education Service Center Region 11",40486
"912","TX","Education Service Center Region XIV",40358
"913","TX","Education Service Center Region XV",40219
"914","TX","Harris County Department of Education",40864
"915","TX","Higgins Independent School District",163651
"916","TX","Region 16 Education Service Center",39146
"917","TX","Region 17 Education Service Center",40357
"918","TX","Region 18 Education Service Center",41696
"919","TX","Region 19 Education Service Center",38927
"920","TX","Region 9 Education Service Center",39246
"921","TX","Region III Education Service Center",39230
"922","TX","Region VII Education Service Center",41686
"923","TX","Region VIII Education Service Center",39207
"924","UT","Bridge Elementary",169058
"925","UT","Central Utah Educational Services",102367
"926","UT","Medical School Campus PID",197631
"927","UT","Northeastern Utah Educational Services",102418
"928","UT","Salt Lake City Open Classroom",197633
"929","UT","The Winter Sports School in Park City",102449
"930","UT","Uintah River High School",102455
"931","UT","Walden School of Liberal Arts",102465
"932","VT","Bennington-Rutland Supervisory Union",39364
"933","VT","Caledonia Central Supervisory Union",44828
"934","VT","Franklin Northeast Supervisory Union",43329
"935","VT","Franklin West Supervisory Union",39373
"936","VT","Grand Isle Supervisory Union",39374
"937","VT","Lamoille North Supervisory Union",39375
"938","VT","Orange East Supervisory Union",39376
"939","VT","Orleans Central Supervisory Union",39377
"940","VT","Orleans Southwest Supervisory Union",39379
"941","VT","Two Rivers Supervisory Union",57407
"942","VT","Windham Central Supervisory Union",39386
"943","VT","Windham Northeast Supervisory Union",39387
"944","VT","Windham Southeast School District",169242
"945","VT","Windham Southeast Supervisory Union",39388
"946","VT","Windham Southwest Supervisory Union",46659
"947","VT","Windsor Central Supervisory Union",48634
"948","VT","Windsor Southeast Supervisory Union",39390
"949","WA","North Central Educational Service District No. 171",48842
"950","WA","Olympic Educational Service District No. 114",39652
"951","WA","United Schools Insurance Program",89386
"952","WV","Southern Educational Services Cooperative",66409
