"","state","acfrs_original_name","acfrsID","ncesID"
"880","OH","Cedar Cliff Local School District","82728",NA
"881","OH","Midwest Regional Educational Service Center","66036",NA
"882","OH","North Woods Career Prep High School","168660",NA
"883","OH","Newton Local School District","83921",NA
"884","OH","Pickaway-Ross Career and Technology Center","84110",NA
"885","OH","Coldwater Exempted Village School District","82827",NA
"886","OH","Covington Exempted Village School District","82934",NA
"887","OH","Cambridge City School District","37101",NA
"888","OH","Canton College Preparatory School","82703",NA
"889","OH","Portage Lakes Career Center","37272",NA
"890","OH","Canton Harbor High School","82705",NA
"891","OH","Penta Career Center","37314",NA
"892","OH","Pike County Joint Vocational School District","84118",NA
"893","OH","Pioneer Career and Technology Center","84123",NA
"894","OH","Stark County Educational Service Center","47572",NA
"895","OH","Putnam County Educational Service Center","37228",NA
"896","OH","Pathway School of Discovery","51543",NA
"897","OH","The Graham School","84540",NA
"898","OH","Tri-Rivers Joint Vocational School District","37176",NA
"899","OK","Buffalo Public Schools-I-004- Harper County","225958",NA
"900","OH","Vanguard-Sentinel Career and Technology Centers","84655",NA
"901","OK","Edmond Independent School District","225971",NA
"902","OK","Hooker School District Number 1-23","147183",NA
"903","OK","Hartshome School District No. 1","227838",NA
"904","OH","Springfield Clark Career Technology Center","84409",NA
"905","OH","Zanesville Community High School","84831",NA
"906","OH","Warren County Career Center","55912",NA
"907","OH","iLEAD Spring Meadows","83385",NA
"908","OH","Tri-County Educational Service Center","65134",NA
"909","OH","Wood County Educational Service Center","40327",NA
"910","OH","Summit Educational Service Center","84500",NA
"911","OK","Caddo Kiowa Technology Center School District No 2","37375",NA
"912","OH","Trumbull Career and Technical Center","37282",NA
"913","OK","Broken Arrow Schools District No. 1-003","227763",NA
"914","OH","Tolles Career and Technical Center","48590",NA
"915","OH","Waynesfield-Goshen Local School District","84720",NA
"916","OH","Tri-County Career Center","37003",NA
"917","OH","George V. Voinovich High School","225872",NA
"918","OK","Collinsville School District No. 1-6","326230",NA
"919","OK","Coweta School District No. 1-017","227806",NA
"920","OH","Upper Valley Career Center","37186",NA
"921","OK","Fairland School District No. 1-31","147079",NA
"922","OH","Southern Hills Joint Vocational School District","84386",NA
"923","OH","U. S. Grant Joint Vocational School District","84609",NA
"924","OK","Miami School District No I-23","225986",NA
"925","OH","Warren County Educational Service Center","58375",NA
"926","OH","Washington County Career Center","37302",NA
"927","OK","Ryan School District No. 1","147558",NA
"928","OK","Atoka Public School District No. I-15 Atoka County","190734",NA
"929","OK","Bennington School District Number 1-40","146876",NA
"930","OK","Five Star Interlocal Cooperative","48680",NA
"931","OK","Berryhill School District No. 1-10","146878",NA
"932","OK","Osage County Interlocal Cooperative School District 57 K-001","37462",NA
"933","OK","Rock Creek School District No. I-2","190894",NA
"934","OK","Crutcho School District No. C-74","99155",NA
"935","OH","Vantage Career Center","84658",NA
"936","OK","Bowlegs Public Schools I-3","146895",NA
"937","OK","Boise City Independent School District No. I-2","146891",NA
"938","OK","Choctaw Nation Interlocal Cooperative School District Number 7-K002","148644",NA
"939","OH","Vanlue Local School District","84657",NA
"940","OH","West Liberty-Salem Local School District","84738",NA
"941","OK","Davis School District Number 1-10","225965",NA
"942","OK","Dahlonegah School District No. CO29","282676",NA
"943","OK","Cordell Independent School District No. 78","291018",NA
"944","OK","Hilldale Independent School District No. I-29","227707",NA
"945","OK","Fanshawe Public Schools C-39","227824",NA
"946","OK","Kinta School District No. 1-13","291005",NA
"947","OK","Great Plains Technology Center School District No.9","103048",NA
"948","OK","LeFlore School District No. I-016","227708",NA
"949","OK","Kiamichi Technology Center No. 7","37418",NA
"950","OK","Leedey Independent School District No. 3","147264",NA
"951","OK","McAlester School District No. 1-80","168386",NA
"952","OK","Hydro-Eakly Independent School District No. 11","398901",NA
"953","OK","Marlow School District 3","227865",NA
"954","OK","Lomega Independent School District No. 3","147278",NA
"955","OK","Moss Public Schools I-1","227875",NA
"956","OK","Mulhall-Orlando Independent School District No. 42-1003","147345",NA
"957","OK","Oklahoma Information & Technology School District No Z-007","227892",NA
"958","OK","Pauls Valley School District No. 1-018","225992",NA
"959","OK","Peavine School District No. C-019","227911",NA
"960","OK","Fairview School District No. 1-84","225973",NA
"961","OK","Prague School District Number I-103","168398",NA
"962","OK","Quinton Public School District I-17","227917",NA
"963","OK","Skiatook School District No. 1-7","198302",NA
"964","OK","South Oklahoma City Area School District","147600",NA
"965","OK","Southern Oklahoma Technology Center V-20","65192",NA
"966","OK","Stidham Public Schools C-16","227936",NA
"967","OK","Stillwater Public Schools I-16","227937",NA
"968","OK","Tulsa Technology Center No. 18","41367",NA
"969","OR","Deschutes County School District 1","37616",NA
"970","OK","Wilson Independent School District No I-43","227992",NA
"971","OR","Burnt River School District No. 30-J","90967",NA
"972","OR","Baker School District 5j","85068",NA
"973","OR","Pine Eagle School District No. 61","85074",NA
"974","OR","Huntington School District No. 16j","90820",NA
"975","OR","Benton County School District 7j","90838",NA
"976","OR","Brookings Harbor School District 17c","85168",NA
"977","OR","Central School District No. 13j","86677",NA
"978","OR","Central Linn School District No. 552c","86185",NA
"979","OR","Monroe School District No. 1j","85117",NA
"980","OR","Douglas County School District No. 21","85193",NA
"981","OR","Corvallis School District 509j","37593",NA
"982","OR","Columbia Gorge Education Service District","153351",NA
"983","OR","Coos County School District No. 31","85391",NA
"984","OR","Coos County School District No. 54","228087",NA
"985","OR","Coos County School District No. 13","90823",NA
"986","OR","Coos County School District No. 41","85392",NA
"987","OR","Scappoose School District No. 1j","90861",NA
"988","OR","Vernonia School District No. 47","228523",NA
"989","OR","Lake Oswego School District No. 7j","90899",NA
"990","OR","Clackamas County School District No. 108","90958",NA
"991","OR","Douglas County School District 15","91006",NA
"992","OR","Douglas County School District No. 12","85526",NA
"993","OR","Clackamas Education Service District","164419",NA
"994","OR","Redmond School District No 2j","90960",NA
"995","OR","Douglas County School District No. 19","86943",NA
"996","OR","Douglas Education Service District","190960",NA
"997","OR","Douglas County School District No. 32","85531",NA
"998","OR","Douglas County School District No. 70","85534",NA
"999","OR","Douglas County School District No. 34","85532",NA
"1000","OR","Lane County School District No. 4j","94017",NA
"1001","OR","The Emerson School","190961",NA
"1002","OR","Fossil School District 21j","85664",NA
"1003","OR","Grant County School District No. 4","85730",NA
"1004","OR","Grant County Educational Service District","85722",NA
"1005","OR","Arlington School District No. 3","85692",NA
"1006","OR","Harney County School District 10","85769",NA
"1007","OR","Harney County School District No. 13","85770",NA
"1008","OR","Harney County School District No. 16","85779",NA
"1009","OR","Harney County School District No. 28","85781",NA
"1010","OR","Grant County School District 16j","90914",NA
"1011","OR","Gresham-Barlow School District 10jt","86447",NA
"1012","OR","Harney County School District No. 5","85785",NA
"1013","OR","Harney County Educational Service District Region XVII","164421",NA
"1014","OR","High Desert Education Service District","197340",NA
"1015","OR","Harney County School District No. 7","85786",NA
"1016","OR","Hillsboro School District 1j","94018",NA
"1017","OR","Union High School District No. 1j","85780",NA
"1018","OR","South Harney School District No. 33","85783",NA
"1019","OR","Union County School District No. 11","85890",NA
"1020","OR","Insight School of Oregon Painted Hills","85894",NA
"1021","OR","Ione School District 2","85902",NA
"1022","OR","Jackson County School District No. 35","85926",NA
"1023","OR","Jackson County School District No. 9","85558",NA
"1024","OR","Jackson County School District No. 4","85927",NA
"1025","OR","Jackson County School District No. 94","85934",NA
"1026","OR","Jackson County School District No.6","85931",NA
"1027","OR","Jefferson County Educational Service District","85953",NA
"1028","OR","Intermountain Educational Service District","55430",NA
"1029","OR","Jackson County School District No. 5","90887",NA
"1030","OR","Jefferson County School District No. 8","85959",NA
"1031","OR","Jefferson County School District No. 509j","85958",NA
"1032","OR","Jackson County School District No. 91","85933",NA
"1033","OR","Jackson County School District 549c","37631",NA
"1034","OR","Jackson County School District No. 59","85930",NA
"1035","OR","Lane County School District No. 32","86118",NA
"1036","OR","Lake County School District No. 18","86085",NA
"1037","OR","Lake County School District No. 21","86086",NA
"1038","OR","Lake County School District No. 14","86084",NA
"1039","OR","Lake County Educational Service District","164427",NA
"1040","OR","Mckenzie School District No. 68","86311",NA
"1041","OR","Blachly School District No. 90","86129",NA
"1042","OR","Marcola School District No. 79j","86128",NA
"1043","OR","Lane Educational Service District","164428",NA
"1044","OR","Linn-Benton-Lincoln Educational Service District","164429",NA
"1045","OR","Santiam Canyon School District No. 129j","86183",NA
"1046","OR","The Lighthouse School","190977",NA
"1047","OR","Lane Library District","86134",NA
"1048","OR","Annex School District No. 29","86249",NA
"1049","OR","Harper School District No. 66","86253",NA
"1050","OR","Malheur County School District No. 12","90883",NA
"1051","OR","Ontario School District No. 8c","94020",NA
"1052","OR","Salem-Keizer School District 24j","86286",NA
"1053","OR","Centennial School District No. 28jt","86449",NA
"1054","OR","Corbett School District No. 39","190981",NA
"1055","OR","Multnomah County School District No.3","86450",NA
"1056","OR","Multnomah County School District No. 1J","37671",NA
"1057","OR","Mosier Community School","86419",NA
"1058","OR","North Central Educational Service District","164433",NA
"1059","OR","Northwest Regional Education Service District","164434",NA
"1060","OR","Newberg School District No. 29j","87364",NA
"1061","OR","Lake County School District No. 11","190992",NA
"1062","OR","Philomath School District No. 17j","86639",NA
"1063","OR","Region 18 Educational Service District","153367",NA
"1064","OR","Multnomah County School District No. 7","197346",NA
"1065","OR","Wahtonka Community School","190996",NA
"1066","OR","Sherwood School District No. 88j","87263",NA
"1067","OR","Sheridan School District No. 48j","191013",NA
"1068","OR","Siletz Valley School","86888",NA
"1069","OR","Springwater Environmental Sciences School","86961",NA
"1070","OR","South Coast Educational Service District","164439",NA
"1071","OR","South Columbia Family School","86926",NA
"1072","OR","Southern Oregon Education Service District","191001",NA
"1073","OR","Ukiah School District #80r","87123",NA
"1074","OR","Umatilla County School District No. 8R","87124",NA
"1075","OR","Tigard-Tualatin School District 23J","87260",NA
"1076","OR","North Powder School District","87147",NA
"1077","OR","Wasco County School District 21","228533",NA
"1078","OR","Union County School District 23","90888",NA
"1079","OR","Union County School District No.1","87143",NA
"1080","OR","Union County School District No. 15","87144",NA
"1081","OR","Wasco County School District No. 29","90886",NA
"1082","OR","Troy School District No. 54","90962",NA
"1083","OR","Amity School District No. 4J","282714",NA
"1084","OR","Yamhill Carlton School District No. 1","228558",NA
"1085","PA","Allegheny Valley School District","46704",NA
"1086","PA","Avonworth School District","228570",NA
"1087","PA","Capital Area Intermediate Unit","37958",NA
"1088","PA","Appalachia Intermediate Unit 8","60736",NA
"1089","PA","Berks Career and Technology Center","95696",NA
"1090","PA","Blast Intermediate Unit 17","38074",NA
"1091","PA","Bucks County Technical High School","42507",NA
"1092","PA","Career Technology Center of Lackawanna County","87518",NA
"1093","PA","Bucks County Intermediate Unit No. 22","228591",NA
"1094","OR","Willamette Education Service District","197358",NA
"1095","PA","California Area School District","228594",NA
"1096","PA","Cameron County School District","228595",NA
"1097","PA","Camp Hill School District","228596",NA
"1098","PA","Bensalem Township School District","228576",NA
"1099","PA","Bristol Township School District","228590",NA
"1100","PA","Benton Area School District","228577",NA
"1101","PA","Berlin Brothersvalley School District","228579",NA
"1102","PA","Avella Area School District","228569",NA
"1103","PA","Colonial Intermediate Unit 20","38112",NA
"1104","PA","Clarion-Limestone Area School District","99171",NA
"1105","PA","Clearfield County Career and Technology Center","37948",NA
"1106","PA","Commodore Perry School District","228624",NA
"1107","PA","Delaware County Technical Schools","197364",NA
"1108","PA","Delaware Intermediate Unit County","151348",NA
"1109","PA","Derry Township School District","228648",NA
"1110","PA","Greater Altoona Career and Technology Center","37893",NA
"1111","PA","Indiana County Technology Center","38008",NA
"1112","PA","Jefferson County-Dubois Area Vocational Technical School","65034",NA
"1113","PA","Fort Cherry School District","228679",NA
"1114","PA","Glendale School District","46705",NA
"1115","PA","Greenwood School District","228704",NA
"1116","PA","Lancaster County Career and Technology Center","41216",NA
"1117","PA","Hampton Township School District","228706",NA
"1118","PA","Johnsonburg Area School District","228736",NA
"1119","PA","Juniata Valley School District","228739",NA
"1120","PA","Lebanon County Career and Technology Center","38049",NA
"1121","PA","Laurel School District","87457",NA
"1122","PA","Lehigh Career and Technical Institute","46359",NA
"1123","PA","Lower Moreland Township School District","228766",NA
"1124","PA","Mars Area School District","167069",NA
"1125","PA","Mercer Area School District","228784",NA
"1126","PA","Millersburg Area School District","228792",NA
"1127","PA","New Hope-Solebury School District","228802",NA
"1128","PA","Northeastern School District","38192",NA
"1129","PA","Mountain View School District","87472",NA
"1130","PA","Montgomery Intermediate Unit County","228796",NA
"1131","PA","Northwest Tri-County Intermediate Unit","228813",NA
"1132","PA","Oswayo Valley School District","228817",NA
"1133","PA","Northwestern Lehigh School District","49457",NA
"1134","PA","Otto-Eldred School District","87479",NA
"1135","PA","Old Forge School District","228816",NA
"1136","PA","Portage Area School District","37917",NA
"1137","PA","Palisades School District","228820",NA
"1138","PA","Philipsburg-Osceola Area School","228834",NA
"1139","PA","School District of the City of Eire","151284",NA
"1140","PA","Riverview Intermediate Unit 6","37940",NA
"1141","PA","Riverview School District","228850",NA
"1142","PA","Ridgway Area School District","228848",NA
"1143","PA","South Park School District","46386",NA
"1144","PA","Rockwood Area School District","228853",NA
"1145","PA","Quakertown Community School Distric","228844",NA
"1146","PA","Tri-Valley School District","228886",NA
"1147","PA","School District of the City of York","87500",NA
"1148","PA","Susquehanna Community School District","65035",NA
"1149","PA","Somerset County Technology Center","55884",NA
"1150","PA","Union Area School District","228891",NA
"1151","PA","Westerm Wayne School District","228910",NA
"1152","PA","South Fayette Township School District","228866",NA
"1153","PA","Williamsburg Community School District","228915",NA
"1154","PA","York County School of Technology","38200",NA
"1155","SC","Clover School District Number Two","45162",NA
"1156","SC","Florence County School District 4","228967",NA
"1157","SC","Denmark-Olar School District Two of Bamberg County","228963",NA
"1158","SC","Fort Mill School District Four","38374",NA
"1159","SC","Marion County School District","38357",NA
"1160","SC","Rock Hill School District 3","228990",NA
"1161","SC","Newberry County School District","228983",NA
"1162","SD","Elk-Point Jefferson School District No. 61-7","229020",NA
"1163","SD","Gregory School District No. 26-4","229022",NA
"1164","SD","Black Hills Special Services Cooperative","38433",NA
"1165","SD","Lennox School District No. 41-4","229026",NA
"1166","SD","Kimball School District No. 7-2","229025",NA
"1167","SD","Canton School District 41-1","229017",NA
"1168","SD","Southeast Area Cooperative","38445",NA
"1169","SD","Cornbelt Educational Cooperative","65042",NA
"1170","SD","South Central Cooperative","54697",NA
"1171","SC","The Consolidated School District of Aiken County","38314",NA
"1172","SD","Parkston School District No. 33-3","229029",NA
"1173","TN","Alamo City School-Board of Education","106527",NA
"1174","TN","Alamo City Schools","106528",NA
"1175","SD","Tri-Valley School District No. 49-6","229035",NA
"1176","SD","Watertown School District No. 14-4","229038",NA
"1177","SD","Webster Area School District No. 18-5","229039",NA
"1178","TN","Athens City Board of Education","40334",NA
"1179","TN","Clarksville-Montgomery County School System","106691",NA
"1180","TN","Collierville City Schools","106715",NA
"1181","TN","Compass Community Schools","168875",NA
"1182","TN","Crosstown High School","106744",NA
"1183","TN","Bells City School","106569",NA
"1184","TN","Board of Education Town of Greeneville","401769",NA
"1185","TN","Humboldt Board of Education","106978",NA
"1186","TN","Greeneville-Greene County Center for Technology","106895",NA
"1187","TN","Kenton Special School District","107060",NA
"1188","TN","KIPP Nashville","197466",NA
"1189","TN","Johnson City Schools","107048",NA
"1190","TN","Lenoir City Schools","107101",NA
"1191","TN","Lexington City School System","107110",NA
"1192","TN","Little Tennessee Valley Educational Cooperative","198024",NA
"1193","TN","Manchester City Schools","107142",NA
"1194","TN","Metropolitan Nashville Public Schools","107203",NA
"1195","TN","Millington Municipal Schools Internal School Funds","107215",NA
"1196","TN","Oak Ridge Schools","107279",NA
"1197","TN","Oak Ridge City School fund","107280",NA
"1198","TN","Perea Elementary School","107307",NA
"1199","TN","Tennessee School for the Deaf Internal School Funds","229399",NA
"1200","TN","Tennessee School Boards Unemployment Compensation Trust","107402",NA
"1201","TN","Robertson County Schools","401793",NA
"1202","TN","Shelby County Schools","107431",NA
"1203","TN","Union City Schools","107534",NA
"1204","TX","D'hanis Independent School District","163546",NA
"1205","TX","Education Service Center Region 10","45474",NA
"1206","TX","Education Service Center Region 11","40486",NA
"1207","TX","Education Service Center Region VI","44655",NA
"1208","TX","Education Service Center Region XIV","40358",NA
"1209","TX","Education Service Center Region XV","40219",NA
"1210","TX","Harris County Department of Education","40864",NA
"1211","TX","O'donnell Independent School District","163830",NA
"1212","TX","Overton Independent School District","229977",NA
"1213","TX","Petrolia Consolidated lndependent School District","163851",NA
"1214","TX","Region 19 Education Service Center","38927",NA
"1215","TX","Region III Education Service Center","39230",NA
"1216","TX","Region VIII Education Service Center","39207",NA
"1217","TX","Region VII Education Service Center","41686",NA
"1218","TX","Region 16 Education Service Center","39146",NA
"1219","TX","Region 17 Education Service Center","40357",NA
"1220","TX","S and S Consolidated Independent School District","230083",NA
"1221","VA","School Board of the City of Franklin","230302",NA
"1222","VA","School Board of the City of Roanoke","197668",NA
"1223","VT","Cambridge Town School District","230502",NA
"1224","VT","North Country Supervisory Union","39378",NA
"1225","VT","Caledonia Central Supervisory Union","44828",NA
"1226","VT","Lamoille North Supervisory Union","39375",NA
"1227","VT","Mount Mansfield Unified Union School District","230520",NA
"1228","VT","Lake Region Union Elementary-Middle School District","230512",NA
"1229","VT","Northern Mountain Valley Unified Union School District","230524",NA
"1230","VT","Orleans Central Supervisory Union","39377",NA
"1231","VT","Orleans Southwest Supervisory Union","39379",NA
"1232","VT","Rutland Northeast Supervisory Union","39382",NA
"1233","VT","Two Rivers Supervisory Union","57407",NA
"1234","VT","Windham Southwest Supervisory Union","46659",NA
"1235","WI","Glendale-River Hills School District","53962",NA
"1236","WI","Marion School District","230672",NA
"1237","VT","White River Unified School District","230537",NA
"1238","WI","Arrowhead Union High School District","230581",NA
"1239","WI","Bangor School District","230587",NA
"1240","WI","Belmont Community School District","230590",NA
"1241","VT","Windham Southeast School District","169242",NA
"1242","WI","Kewaunee School District","230662",NA
"1243","WI","Drummond Area School District","230619",NA
"1244","WI","Brillion Public Schools","230595",NA
"1245","WI","Edgar School District","230623",NA
"1246","WI","Gillett School District","230640",NA
"1247","WI","Kiel Area School District","40002",NA
"1248","WI","School District of Gilman","230641",NA
"1249","WI","Hartford Union High School District","230648",NA
"1250","WI","School District of Frederic","230636",NA
"1251","WI","School District of Greenwood","230645",NA
"1252","WI","School District of Fall Creek","230628",NA
"1253","WI","Cumberland School District","89471",NA
"1254","WI","School District of Melrose-Mindoro","230675",NA
"1255","WI","Cambria-Friesland School District","230600",NA
"1256","WI","Cedar Grove-Belgium Area School District","230602",NA
"1257","WI","Cuba City School District","230612",NA
"1258","WI","Rosendale Brandon School District","230718",NA
"1259","WI","School District of Manawa","230761",NA
"1260","WI","Cambellsport School Distrcit","230598",NA
"1261","WI","School District of Turtle Lake","230796",NA
"1262","WI","School District of Granton","230745",NA
"1263","WI","Siena Catholic Schools of Racine Inc","230807",NA
"1264","WI","School District of Kaukauna","40036",NA
"1265","WI","School District of Auburndale","230725",NA
"1266","WI","Nicolet High School District","230686",NA
"1267","WI","Northern Ozaukee School District","230690",NA
"1268","WI","School District of the Menomonie Area","39969",NA
"1269","WI","River Ridge School District","230715",NA
"1270","WI","School District of Coleman","230736",NA
"1271","WI","School District of Cornell","230738",NA
"1272","WI","School District of Crivitz","230740",NA
"1273","WI","School District of Mishicot","230766",NA
"1274","WI","School District of Horicon","230750",NA
"1275","WI","Wild Rose School District","230830",NA
"1276","WI","Somerset School District","230809",NA
"1277","WI","School District of Lomira","230759",NA
"1278","WI","Reedsville Public Schools","230711",NA
"1279","WI","Pittsville School District","230703",NA
"1280","WI","School District of Shiocton","230785",NA
"1281","WI","Pewaukee School District","40093",NA
"1282","WI","Pardeeville Area School District","230699",NA
"1283","WI","Tomorrow River School District","230793",NA
"1284","WI","West De Pere School District","230800",NA
"1285","WI","Salem School District","230720",NA
"1286","WI","School District of Spencer","230788",NA
"1287","WY","Big Horn County School District Number 4","230844",NA
"1288","WY","Sublette County School District 9","230883",NA
"1289","WY","Sweetwater County School District 1","230886",NA
"1290","WY","Uinta County School District No. 6","230897",NA
"1291","WY","Uinta County School District No. 4","230896",NA
"1292","WY","Sheridan Economic and Educational Development Authority Joint Powers Board","230881",NA
"1293","WY","Fremont County School District 2","230861",NA
"1294","WI","Three Lakes School District","230815",NA
"1295","WI","Valders Area School District","230820",NA
"1296","WI","Williams Bay School District","230832",NA
"1297","WY","Fremont County School District Number 14","40148",NA
"1298","WY","Fremont County School District Number 24","230864",NA
"1299","WY","Carbon County School District No. 2","230849",NA
"1300","AR","Crowley's Ridge Education Service Cooperative","30759",NA
"1301","AR","Great Rivers Educational Service Cooperative","98693",NA
"1302","AR","Cave City School District No. 2a","1027234",NA
"1303","AR","Guy Fenter Education Service Cooperative","30709",NA
"1304","MI","Redford Township District Library","281394",NA
"1305","OH","Foxfire High School","83125",NA
"1306","OK","Washington School District No. I-5","400306",NA
"1307","TN","Explore Community School","106829",NA
"1308","AR","Rogers School District No. 30","44948",NA
"1309","AZ","Beaver Creek Elementary School District No. 26","223720",NA
"1310","AZ","Bagdad Unified School District No. 20","281965",NA
"1311","AZ","Santa Cruz Valley Union High School District No. 840","281970",NA
"1312","AZ","Wide Ruins Community School Inc","93598",NA
"1313","IL","Dakota School District No. 201","282121",NA
"1314","IL","Vermilion County School District 2 Westville Commmunity Unit","167550",NA
"1315","ID","Joint School District 21","32701",NA
"1316","KS","Unified School District No. 315","282190",NA
"1317","KS","Unified School District No. 286","282192",NA
"1318","CO","Delta County Joint School District No. 50j","282019",NA
"1319","KS","Unified School District 504","282189",NA
"1320","KS","Girard Unified School District #248","93923",NA
"1321","CO","Yuma School District-1","223964",NA
"1322","FL","Florida Virtual School","54105",NA
"1323","MA","Hampshire Regional School District","282216",NA
"1324","MA","Freetown-Lakeville Regional School Districct","282215",NA
"1325","MN","Independent School District No. 146","282264",NA
"1326","MN","Hayfield Public Schools","282262",NA
"1327","MN","Independent School District No. 2907 Brewster","282261",NA
"1328","MN","Blue Earth Area Public Schools Independent School District No 2860","282292",NA
"1329","MN","Independent School District No. 319","81341",NA
"1330","MN","Independent School District 173","282288",NA
"1331","MN","Independent School District No. 194","167813",NA
"1332","MN","Independent School District No. 741","282273",NA
"1333","MN","Independent School District No. 241","34834",NA
"1334","MN","Independent School District No. 181","167801",NA
"1335","MN","Independent School District No. 91","282290",NA
"1336","MN","Independent School District No. 199","99087",NA
"1337","MN","Independent School District 879","282266",NA
"1338","MN","Independent School District 738","282268",NA
"1339","MN","Independent School District 227","282283",NA
"1340","MN","Afsa High School","282291",NA
"1341","MN","Independent School District 787","282269",NA
"1342","MN","Independent School District 253 - Goodhue","282265",NA
"1343","MN","Independent School District 150","282287",NA
"1344","MN","Cook County School Dist 166","282285",NA
"1345","MN","Blooming Prairie Public Schools","282267",NA
"1346","MN","Independent School District 378","282277",NA
"1347","MN","Independent School District No. 544","167820",NA
"1348","MN","Independent School District No. 108","282289",NA
"1349","MN","Independent School District No. 272","34837",NA
"1350","MN","Independent School District No. 308","282271",NA
"1351","MN","Independent School District No. 32","282272",NA
"1352","MN","Independent School District No. 2905","56107",NA
"1353","MN","Austin Independent School District No. 492","282276",NA
"1354","MN","Independent School District No. 273","34838",NA
"1355","MN","Hopkins Public Schools-ISD No. 270","99084",NA
"1356","MN","Independent School District No. 252","282284",NA
"1357","MN","Independent School District 299","282279",NA
"1358","MN","Independent School District 300","282280",NA
"1359","MN","Independent School District 533","282278",NA
"1360","MN","Independent School District 2142","34898",NA
"1361","MN","Independent School District 531","282281",NA
"1362","MN","High School for Recording Arts","282294",NA
"1363","MN","Bold Independent School District 2534","282300",NA
"1364","MN","Independent School District 2172","282297",NA
"1365","MN","Independent School District No. 001","167819",NA
"1366","MN","Independent School District No. 2835","282306",NA
"1367","MN","Independent School District No. 548","282311",NA
"1368","MN","Independent School District No. 473","282309",NA
"1369","MN","Independent School District No. 23","282301",NA
"1370","MN","Independent School District No. 485","282310",NA
"1371","MN","Independent School District No. 549","282312",NA
"1372","MN","Independent School District 2198","169423",NA
"1373","MN","Independent School District No. 51","34810",NA
"1374","MN","Independent School District No. 550","282313",NA
"1375","MN","Independent School District No. 2170","282299",NA
"1376","MN","Independent School District No. 31","34807",NA
"1377","CA","Richland Union School District","31172",NA
"1378","MN","Independent School District 2364 - Bbe","282296",NA
"1379","MN","Independent School District No. 2155","34914",NA
"1380","MN","Independent School District No. 2342 Wca Public Schools","282303",NA
"1381","MN","Independent School District No. 2903","282308",NA
"1382","MN","Independent School District No. 2854","282307",NA
"1383","MN","Independent School District No. 829","81349",NA
"1384","MN","Independent School District No. 846","282329",NA
"1385","MN","Independent School District No. 745","282275",NA
"1386","MN","Independent School District No. 2397","282304",NA
"1387","MN","Independent School District No. 786","282326",NA
"1388","MN","Independent School District 2898","282298",NA
"1389","MN","Independent School District No. 2805","282305",NA
"1390","MN","Independent School District No. 2180","282332",NA
"1391","MN","Independent School District No. 2190 Yellow Medicine East","282331",NA
"1392","MN","Independent School District No. 88","34813",NA
"1393","MN","Independent School District No. 77","81348",NA
"1394","MN","Independent School District No. 94","34814",NA
"1395","MN","Independent School District No. 837","282328",NA
"1396","MN","Independent School District No. 700","34893",NA
"1397","MN","Independent School District No. 601","282318",NA
"1398","MN","Independent School District No. 99","282330",NA
"1399","MN","Independent School District 2899 - Plainview-Elgin-Millville Public Schools","282342",NA
"1400","MN","Independent School District No. 625","34887",NA
"1401","MN","Independent School District No. 2754 Morgan","282348",NA
"1402","MN","Meeker and Wright Special Education Cooperative","167852",NA
"1403","MN","Independent School District No. 763","282325",NA
"1404","MN","Independent School District No. 818","282327",NA
"1405","MN","Area Special Education Cooperative","167796",NA
"1406","MN","Independent School District No. 2580","282339",NA
"1407","MN","Independent School District 294","282343",NA
"1408","MN","Independent School District No. 742","81329",NA
"1409","MN","Farmington Independent School District No. 192","196916",NA
"1410","MN","Southwest and West Central Service Cooperative","34857",NA
"1411","MN","Sebeka Public School","282379",NA
"1412","MN","Minnesota Office of Higher Education","40499",NA
"1413","MN","Lake Park Audubon School District 2889","282354",NA
"1414","MN","Maple River Public Schools","282358",NA
"1415","MN","Lewiston-Altura Public Schools","282355",NA
"1416","MN","Independent School District No. 6070-50 Itasca Area Schools Collaborative","169425",NA
"1417","MN","Redwood Falls Independent School District No. 2897","34888",NA
"1418","MN","Northeast Metro Intermediate School District 916","282368",NA
"1419","MN","Northwest Service Cooperative","43663",NA
"1420","MN","Independent School District No. 463","282344",NA
"1421","MN","Independent School District 891","282346",NA
"1422","MN","Pine River-Backus Public Schools Independent School District No. 2174","282372",NA
"1423","MN","St. Clair Public Schools Independent School District 0075","282383",NA
"1424","MN","Minnetonka Public Schools ISD No. 276","81362",NA
"1425","MN","Inependent School District No. 16","167827",NA
"1426","MN","Kasson - Mantorville Public Schools","282349",NA
"1427","MN","Lake Crystal Wellcome Memorial Public Schools","282353",NA
"1428","MN","Sleepy Eye Public Schools Independent School District 84","282382",NA
"1429","MN","Special School District No.6","42341",NA
"1430","MN","Minnewaska Area Schools","34882",NA
"1431","MN","Independent School District No. 2890 Renville County West Renville","282341",NA
"1432","MN","Lakes Country Service Cooperative","40828",NA
"1433","MN","Independent School District No. 775","282350",NA
"1434","MN","Luverne Independent School District 2184","282357",NA
"1435","MN","Ogilvie Independent School District No. 333","282370",NA
"1436","MN","Runestone Area Education District","282378",NA
"1437","MN","New York Mills Independent School District 553","282366",NA
"1438","MN","Lac Qui Parle Valley Independent School District 2853","282351",NA
"1439","MN","Independent School District No. 2396 Atwater Cosmos Grove City","282338",NA
"1440","MN","Lake City Public Schools","282352",NA
"1441","MN","South Central Service Cooperative","64936",NA
"1442","MN","Morris Area Public School 2769","282364",NA
"1443","MN","New Century School","282365",NA
